Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"V [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"V/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_V/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'v'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "z=8mm_ImghMean_20x40x80_MovingAvg3x3_SecondBlocks" I=17 J=65 F=POINT
 -20.0000	   1.0000	   8.0000	  -0.4348	   0.0217	   0.1739	   1.1596	   0.5448	   1.2805	   0.1933	   0.0908	   0.1081	   0.0657	   0.0120	  -0.0013	   0.1840	  -0.5561	   0.6210	   3.7916	   4.3267	   0.2134	
 -17.5000	   1.0000	   8.0000	  -0.3804	   0.0217	   0.1739	   1.1558	   0.5822	   1.2940	   0.1926	   0.0970	   0.1069	   0.0664	   0.0119	  -0.0018	   0.2523	  -0.6113	   0.6737	   3.9140	   4.5535	   0.2157	
 -15.0000	   1.0000	   8.0000	  -0.3261	   0.0217	   0.1739	   1.1387	   0.6260	   1.2994	   0.1898	   0.1043	   0.1075	   0.0674	   0.0121	  -0.0022	   0.3037	  -0.6190	   0.7265	   3.9179	   4.8523	   0.2166	
 -12.5000	   1.0000	   8.0000	  -0.2717	   0.0217	   0.1739	   1.0978	   0.6760	   1.2893	   0.1830	   0.1127	   0.1104	   0.0702	   0.0128	  -0.0026	   0.3296	  -0.5605	   0.7805	   3.8039	   5.0081	   0.2149	
 -10.0000	   1.0000	   8.0000	  -0.2174	   0.0217	   0.1739	   1.0520	   0.7286	   1.2797	   0.1753	   0.1214	   0.1139	   0.0748	   0.0139	  -0.0031	   0.3666	  -0.5048	   0.8994	   3.6638	   5.2404	   0.2133	
  -7.5000	   1.0000	   8.0000	  -0.1630	   0.0217	   0.1739	   1.0050	   0.7786	   1.2713	   0.1675	   0.1298	   0.1166	   0.0801	   0.0150	  -0.0039	   0.4124	  -0.4852	   1.0124	   3.4941	   5.3049	   0.2119	
  -5.0000	   1.0000	   8.0000	  -0.1087	   0.0217	   0.1739	   0.9578	   0.8232	   1.2630	   0.1596	   0.1372	   0.1184	   0.0851	   0.0159	  -0.0046	   0.4516	  -0.5106	   1.0392	   3.3900	   4.9637	   0.2105	
  -2.5000	   1.0000	   8.0000	  -0.0543	   0.0217	   0.1739	   0.9147	   0.8629	   1.2575	   0.1524	   0.1438	   0.1193	   0.0905	   0.0168	  -0.0052	   0.4824	  -0.5646	   1.0897	   3.3488	   4.8538	   0.2096	
   0.0000	   1.0000	   8.0000	   0.0000	   0.0217	   0.1739	   0.8701	   0.8916	   1.2458	   0.1450	   0.1486	   0.1192	   0.0978	   0.0178	  -0.0058	   0.4963	  -0.6340	   1.1246	   3.3457	   4.7801	   0.2076	
   2.5000	   1.0000	   8.0000	   0.0543	   0.0217	   0.1739	   0.8315	   0.9153	   1.2365	   0.1386	   0.1525	   0.1182	   0.1055	   0.0188	  -0.0063	   0.5060	  -0.7116	   1.1377	   3.4069	   4.6636	   0.2061	
   5.0000	   1.0000	   8.0000	   0.1087	   0.0217	   0.1739	   0.8018	   0.9305	   1.2282	   0.1336	   0.1551	   0.1167	   0.1124	   0.0197	  -0.0067	   0.5097	  -0.7975	   1.1197	   3.5416	   4.4279	   0.2047	
   7.5000	   1.0000	   8.0000	   0.1630	   0.0217	   0.1739	   0.7870	   0.9453	   1.2299	   0.1312	   0.1576	   0.1134	   0.1180	   0.0201	  -0.0070	   0.5217	  -0.8704	   1.0398	   3.7671	   4.0062	   0.2050	
  10.0000	   1.0000	   8.0000	   0.2174	   0.0217	   0.1739	   0.7884	   0.9570	   1.2399	   0.1314	   0.1595	   0.1098	   0.1225	   0.0203	  -0.0069	   0.5120	  -0.9283	   0.9423	   4.0315	   3.6384	   0.2066	
  12.5000	   1.0000	   8.0000	   0.2717	   0.0217	   0.1739	   0.8103	   0.9780	   1.2700	   0.1351	   0.1630	   0.1066	   0.1261	   0.0204	  -0.0067	   0.5010	  -0.9591	   0.8416	   4.2500	   3.3555	   0.2117	
  15.0000	   1.0000	   8.0000	   0.3261	   0.0217	   0.1739	   0.8471	   1.0003	   1.3107	   0.1412	   0.1667	   0.1027	   0.1286	   0.0203	  -0.0065	   0.4959	  -0.9726	   0.7440	   4.4441	   3.1231	   0.2185	
  17.5000	   1.0000	   8.0000	   0.3804	   0.0217	   0.1739	   0.8887	   1.0202	   1.3529	   0.1481	   0.1700	   0.1003	   0.1311	   0.0204	  -0.0063	   0.4763	  -0.9436	   0.6681	   4.5846	   2.9724	   0.2255	
  20.0000	   1.0000	   8.0000	   0.4348	   0.0217	   0.1739	   0.8970	   1.0080	   1.3493	   0.1495	   0.1680	   0.1014	   0.1347	   0.0213	  -0.0054	   0.3923	  -0.8663	   0.6503	   4.4214	   2.9217	   0.2249	
 -20.0000	   3.5000	   8.0000	  -0.4348	   0.0761	   0.1739	   1.1993	   0.5732	   1.3294	   0.1999	   0.0955	   0.1045	   0.0632	   0.0112	  -0.0015	   0.2231	  -0.5843	   0.5877	   3.8489	   4.5063	   0.2216	
 -17.5000	   3.5000	   8.0000	  -0.3804	   0.0761	   0.1739	   1.1931	   0.6085	   1.3393	   0.1989	   0.1014	   0.1040	   0.0641	   0.0112	  -0.0019	   0.2824	  -0.6315	   0.6550	   3.9186	   4.6890	   0.2232	
 -15.0000	   3.5000	   8.0000	  -0.3261	   0.0761	   0.1739	   1.1696	   0.6509	   1.3386	   0.1949	   0.1085	   0.1051	   0.0653	   0.0115	  -0.0021	   0.3127	  -0.6346	   0.7156	   3.9341	   4.9830	   0.2231	
 -12.5000	   3.5000	   8.0000	  -0.2717	   0.0761	   0.1739	   1.1287	   0.7019	   1.3292	   0.1881	   0.1170	   0.1081	   0.0679	   0.0122	  -0.0025	   0.3368	  -0.5751	   0.7795	   3.8351	   5.2097	   0.2215	
 -10.0000	   3.5000	   8.0000	  -0.2174	   0.0761	   0.1739	   1.0847	   0.7553	   1.3218	   0.1808	   0.1259	   0.1118	   0.0722	   0.0133	  -0.0031	   0.3824	  -0.5118	   0.9128	   3.6770	   5.4890	   0.2203	
  -7.5000	   3.5000	   8.0000	  -0.1630	   0.0761	   0.1739	   1.0362	   0.8055	   1.3124	   0.1727	   0.1342	   0.1150	   0.0772	   0.0144	  -0.0038	   0.4312	  -0.4844	   1.0277	   3.5279	   5.5226	   0.2187	
  -5.0000	   3.5000	   8.0000	  -0.1087	   0.0761	   0.1739	   0.9880	   0.8478	   1.3018	   0.1647	   0.1413	   0.1171	   0.0821	   0.0153	  -0.0045	   0.4696	  -0.5016	   1.0536	   3.4381	   5.1363	   0.2170	
  -2.5000	   3.5000	   8.0000	  -0.0543	   0.0761	   0.1739	   0.9448	   0.8834	   1.2935	   0.1575	   0.1472	   0.1182	   0.0871	   0.0162	  -0.0052	   0.5007	  -0.5528	   1.1052	   3.3878	   5.0034	   0.2156	
   0.0000	   3.5000	   8.0000	   0.0000	   0.0761	   0.1739	   0.9009	   0.9111	   1.2813	   0.1501	   0.1518	   0.1181	   0.0936	   0.0170	  -0.0057	   0.5174	  -0.6149	   1.1361	   3.3630	   4.8914	   0.2135	
   2.5000	   3.5000	   8.0000	   0.0543	   0.0761	   0.1739	   0.8605	   0.9323	   1.2687	   0.1434	   0.1554	   0.1169	   0.1011	   0.0179	  -0.0062	   0.5283	  -0.6904	   1.1844	   3.4228	   4.8804	   0.2114	
   5.0000	   3.5000	   8.0000	   0.1087	   0.0761	   0.1739	   0.8299	   0.9440	   1.2570	   0.1383	   0.1573	   0.1151	   0.1082	   0.0187	  -0.0067	   0.5357	  -0.7789	   1.1876	   3.5501	   4.6932	   0.2095	
   7.5000	   3.5000	   8.0000	   0.1630	   0.0761	   0.1739	   0.8141	   0.9490	   1.2504	   0.1357	   0.1582	   0.1119	   0.1145	   0.0192	  -0.0069	   0.5415	  -0.8520	   1.1025	   3.7464	   4.2238	   0.2084	
  10.0000	   3.5000	   8.0000	   0.2174	   0.0761	   0.1739	   0.8205	   0.9548	   1.2590	   0.1368	   0.1591	   0.1084	   0.1194	   0.0195	  -0.0070	   0.5398	  -0.9043	   0.9933	   3.9580	   3.8076	   0.2098	
  12.5000	   3.5000	   8.0000	   0.2717	   0.0761	   0.1739	   0.8431	   0.9704	   1.2855	   0.1405	   0.1617	   0.1048	   0.1230	   0.0196	  -0.0069	   0.5370	  -0.9433	   0.8840	   4.2173	   3.4734	   0.2142	
  15.0000	   3.5000	   8.0000	   0.3261	   0.0761	   0.1739	   0.8790	   0.9879	   1.3223	   0.1465	   0.1646	   0.1012	   0.1256	   0.0195	  -0.0067	   0.5262	  -0.9588	   0.7843	   4.4186	   3.2404	   0.2204	
  17.5000	   3.5000	   8.0000	   0.3804	   0.0761	   0.1739	   0.9199	   1.0035	   1.3613	   0.1533	   0.1672	   0.0987	   0.1287	   0.0197	  -0.0065	   0.5078	  -0.9489	   0.7054	   4.5779	   3.0709	   0.2269	
  20.0000	   3.5000	   8.0000	   0.4348	   0.0761	   0.1739	   0.9418	   1.0019	   1.3752	   0.1570	   0.1670	   0.0984	   0.1314	   0.0202	  -0.0059	   0.4594	  -0.8951	   0.6776	   4.5336	   3.0066	   0.2292	
 -20.0000	   6.0000	   8.0000	  -0.4348	   0.1304	   0.1739	   1.2454	   0.6057	   1.3854	   0.2076	   0.1010	   0.1017	   0.0596	   0.0104	  -0.0013	   0.2189	  -0.5992	   0.5189	   3.9351	   4.6345	   0.2309	
 -17.5000	   6.0000	   8.0000	  -0.3804	   0.1304	   0.1739	   1.2392	   0.6425	   1.3957	   0.2065	   0.1071	   0.1012	   0.0605	   0.0104	  -0.0017	   0.2715	  -0.6404	   0.5827	   3.9903	   4.8054	   0.2326	
 -15.0000	   6.0000	   8.0000	  -0.3261	   0.1304	   0.1739	   1.2126	   0.6845	   1.3925	   0.2021	   0.1141	   0.1024	   0.0622	   0.0108	  -0.0019	   0.2968	  -0.6292	   0.6741	   3.9719	   5.1416	   0.2321	
 -12.5000	   6.0000	   8.0000	  -0.2717	   0.1304	   0.1739	   1.1713	   0.7359	   1.3833	   0.1952	   0.1227	   0.1054	   0.0649	   0.0115	  -0.0022	   0.3227	  -0.5723	   0.7929	   3.8585	   5.4712	   0.2305	
 -10.0000	   6.0000	   8.0000	  -0.2174	   0.1304	   0.1739	   1.1255	   0.7888	   1.3745	   0.1876	   0.1315	   0.1092	   0.0687	   0.0125	  -0.0027	   0.3653	  -0.5190	   0.9408	   3.7063	   5.7840	   0.2291	
  -7.5000	   6.0000	   8.0000	  -0.1630	   0.1304	   0.1739	   1.0768	   0.8357	   1.3630	   0.1795	   0.1393	   0.1126	   0.0734	   0.0136	  -0.0034	   0.4084	  -0.4871	   1.0601	   3.5650	   5.8730	   0.2272	
  -5.0000	   6.0000	   8.0000	  -0.1087	   0.1304	   0.1739	   1.0277	   0.8732	   1.3486	   0.1713	   0.1455	   0.1151	   0.0781	   0.0145	  -0.0040	   0.4470	  -0.4926	   1.1011	   3.4713	   5.5545	   0.2248	
  -2.5000	   6.0000	   8.0000	  -0.0543	   0.1304	   0.1739	   0.9802	   0.9045	   1.3338	   0.1634	   0.1507	   0.1166	   0.0828	   0.0153	  -0.0046	   0.4780	  -0.5306	   1.1360	   3.3918	   5.3245	   0.2223	
   0.0000	   6.0000	   8.0000	   0.0000	   0.1304	   0.1739	   0.9346	   0.9287	   1.3176	   0.1558	   0.1548	   0.1167	   0.0884	   0.0161	  -0.0051	   0.4969	  -0.5909	   1.1862	   3.3738	   5.2426	   0.2196	
   2.5000	   6.0000	   8.0000	   0.0543	   0.1304	   0.1739	   0.8917	   0.9438	   1.2984	   0.1486	   0.1573	   0.1157	   0.0955	   0.0169	  -0.0057	   0.5113	  -0.6653	   1.2479	   3.4372	   5.2606	   0.2164	
   5.0000	   6.0000	   8.0000	   0.1087	   0.1304	   0.1739	   0.8556	   0.9433	   1.2735	   0.1426	   0.1572	   0.1138	   0.1030	   0.0177	  -0.0060	   0.5156	  -0.7491	   1.2632	   3.5556	   5.0741	   0.2123	
   7.5000	   6.0000	   8.0000	   0.1630	   0.1304	   0.1739	   0.8386	   0.9346	   1.2557	   0.1398	   0.1558	   0.1104	   0.1094	   0.0181	  -0.0063	   0.5241	  -0.8182	   1.1735	   3.7064	   4.5411	   0.2093	
  10.0000	   6.0000	   8.0000	   0.2174	   0.1304	   0.1739	   0.8469	   0.9269	   1.2555	   0.1412	   0.1545	   0.1067	   0.1151	   0.0185	  -0.0065	   0.5275	  -0.8687	   1.0430	   3.8613	   3.9749	   0.2093	
  12.5000	   6.0000	   8.0000	   0.2717	   0.1304	   0.1739	   0.8726	   0.9322	   1.2769	   0.1454	   0.1554	   0.1030	   0.1196	   0.0187	  -0.0065	   0.5255	  -0.9105	   0.9336	   4.0906	   3.6113	   0.2128	
  15.0000	   6.0000	   8.0000	   0.3261	   0.1304	   0.1739	   0.9050	   0.9390	   1.3041	   0.1508	   0.1565	   0.0997	   0.1226	   0.0187	  -0.0063	   0.5130	  -0.9376	   0.8478	   4.3075	   3.3964	   0.2173	
  17.5000	   6.0000	   8.0000	   0.3804	   0.1304	   0.1739	   0.9433	   0.9439	   1.3345	   0.1572	   0.1573	   0.0971	   0.1254	   0.0189	  -0.0061	   0.4977	  -0.9517	   0.7691	   4.5461	   3.2054	   0.2224	
  20.0000	   6.0000	   8.0000	   0.4348	   0.1304	   0.1739	   0.9648	   0.9401	   1.3471	   0.1608	   0.1567	   0.0970	   0.1282	   0.0194	  -0.0057	   0.4559	  -0.8984	   0.7406	   4.5340	   3.1302	   0.2245	
 -20.0000	   8.5000	   8.0000	  -0.4348	   0.1848	   0.1739	   1.2895	   0.6418	   1.4412	   0.2149	   0.1070	   0.0993	   0.0563	   0.0098	  -0.0010	   0.1880	  -0.5936	   0.4257	   4.0541	   4.7842	   0.2402	
 -17.5000	   8.5000	   8.0000	  -0.3804	   0.1848	   0.1739	   1.2872	   0.6806	   1.4558	   0.2145	   0.1134	   0.0989	   0.0568	   0.0098	  -0.0014	   0.2425	  -0.6236	   0.5130	   4.0810	   5.0288	   0.2426	
 -15.0000	   8.5000	   8.0000	  -0.3261	   0.1848	   0.1739	   1.2583	   0.7251	   1.4524	   0.2097	   0.1208	   0.0999	   0.0588	   0.0101	  -0.0016	   0.2746	  -0.6118	   0.6718	   4.0326	   5.5095	   0.2421	
 -12.5000	   8.5000	   8.0000	  -0.2717	   0.1848	   0.1739	   1.2149	   0.7779	   1.4426	   0.2025	   0.1296	   0.1029	   0.0619	   0.0108	  -0.0019	   0.3022	  -0.5582	   0.8244	   3.8901	   5.8071	   0.2404	
 -10.0000	   8.5000	   8.0000	  -0.2174	   0.1848	   0.1739	   1.1661	   0.8262	   1.4291	   0.1943	   0.1377	   0.1066	   0.0654	   0.0117	  -0.0023	   0.3357	  -0.5143	   0.9585	   3.7454	   5.9674	   0.2382	
  -7.5000	   8.5000	   8.0000	  -0.1630	   0.1848	   0.1739	   1.1162	   0.8686	   1.4143	   0.1860	   0.1448	   0.1100	   0.0694	   0.0127	  -0.0028	   0.3730	  -0.4921	   1.0916	   3.6306	   6.1532	   0.2357	
  -5.0000	   8.5000	   8.0000	  -0.1087	   0.1848	   0.1739	   1.0643	   0.9006	   1.3942	   0.1774	   0.1501	   0.1128	   0.0736	   0.0136	  -0.0034	   0.4079	  -0.4826	   1.1653	   3.5104	   5.9934	   0.2324	
  -2.5000	   8.5000	   8.0000	  -0.0543	   0.1848	   0.1739	   1.0129	   0.9240	   1.3710	   0.1688	   0.1540	   0.1145	   0.0778	   0.0144	  -0.0039	   0.4336	  -0.5055	   1.2256	   3.4146	   5.7953	   0.2285	
   0.0000	   8.5000	   8.0000	   0.0000	   0.1848	   0.1739	   0.9644	   0.9442	   1.3497	   0.1607	   0.1574	   0.1149	   0.0826	   0.0150	  -0.0043	   0.4554	  -0.5544	   1.2810	   3.3694	   5.7559	   0.2249	
   2.5000	   8.5000	   8.0000	   0.0543	   0.1848	   0.1739	   0.9172	   0.9546	   1.3238	   0.1529	   0.1591	   0.1142	   0.0889	   0.0157	  -0.0048	   0.4689	  -0.6130	   1.3251	   3.3881	   5.7046	   0.2206	
   5.0000	   8.5000	   8.0000	   0.1087	   0.1848	   0.1739	   0.8739	   0.9399	   1.2834	   0.1457	   0.1566	   0.1122	   0.0959	   0.0163	  -0.0051	   0.4741	  -0.7011	   1.3352	   3.5446	   5.4775	   0.2139	
   7.5000	   8.5000	   8.0000	   0.1630	   0.1848	   0.1739	   0.8528	   0.9118	   1.2485	   0.1421	   0.1520	   0.1081	   0.1030	   0.0167	  -0.0054	   0.4836	  -0.7928	   1.2731	   3.7160	   4.9762	   0.2081	
  10.0000	   8.5000	   8.0000	   0.2174	   0.1848	   0.1739	   0.8562	   0.8826	   1.2297	   0.1427	   0.1471	   0.1039	   0.1107	   0.0173	  -0.0056	   0.4845	  -0.8705	   1.1282	   3.9104	   4.2860	   0.2050	
  12.5000	   8.5000	   8.0000	   0.2717	   0.1848	   0.1739	   0.8832	   0.8706	   1.2402	   0.1472	   0.1451	   0.1004	   0.1172	   0.0179	  -0.0057	   0.4848	  -0.9182	   0.9853	   4.1468	   3.7677	   0.2067	
  15.0000	   8.5000	   8.0000	   0.3261	   0.1848	   0.1739	   0.9099	   0.8630	   1.2540	   0.1516	   0.1438	   0.0977	   0.1209	   0.0181	  -0.0056	   0.4761	  -0.9589	   0.9030	   4.3791	   3.5218	   0.2090	
  17.5000	   8.5000	   8.0000	   0.3804	   0.1848	   0.1739	   0.9425	   0.8551	   1.2726	   0.1571	   0.1425	   0.0951	   0.1235	   0.0182	  -0.0054	   0.4627	  -0.9619	   0.8303	   4.6410	   3.3289	   0.2121	
  20.0000	   8.5000	   8.0000	   0.4348	   0.1848	   0.1739	   0.9614	   0.8447	   1.2798	   0.1602	   0.1408	   0.0950	   0.1260	   0.0187	  -0.0051	   0.4246	  -0.9189	   0.8095	   4.6711	   3.2828	   0.2133	
 -20.0000	  11.0000	   8.0000	  -0.4348	   0.2391	   0.1739	   1.3101	   0.6709	   1.4732	   0.2184	   0.1118	   0.0964	   0.0549	   0.0092	  -0.0007	   0.1358	  -0.5567	   0.3163	   4.1398	   4.8078	   0.2455	
 -17.5000	  11.0000	   8.0000	  -0.3804	   0.2391	   0.1739	   1.3171	   0.7151	   1.4983	   0.2195	   0.1192	   0.0961	   0.0547	   0.0092	  -0.0011	   0.2003	  -0.5854	   0.4184	   4.1590	   5.1001	   0.2497	
 -15.0000	  11.0000	   8.0000	  -0.3261	   0.2391	   0.1739	   1.2860	   0.7606	   1.4943	   0.2143	   0.1268	   0.0972	   0.0563	   0.0095	  -0.0013	   0.2437	  -0.5839	   0.6310	   4.1127	   5.7153	   0.2490	
 -12.5000	  11.0000	   8.0000	  -0.2717	   0.2391	   0.1739	   1.2447	   0.8159	   1.4882	   0.2074	   0.1360	   0.1001	   0.0594	   0.0102	  -0.0017	   0.2820	  -0.5415	   0.8487	   3.9717	   6.1185	   0.2480	
 -10.0000	  11.0000	   8.0000	  -0.2174	   0.2391	   0.1739	   1.1970	   0.8630	   1.4757	   0.1995	   0.1438	   0.1038	   0.0630	   0.0111	  -0.0020	   0.3093	  -0.4981	   1.0081	   3.8120	   6.2308	   0.2459	
  -7.5000	  11.0000	   8.0000	  -0.1630	   0.2391	   0.1739	   1.1455	   0.9014	   1.4576	   0.1909	   0.1502	   0.1072	   0.0663	   0.0119	  -0.0024	   0.3358	  -0.4622	   1.1308	   3.6568	   6.3835	   0.2429	
  -5.0000	  11.0000	   8.0000	  -0.1087	   0.2391	   0.1739	   1.0921	   0.9304	   1.4346	   0.1820	   0.1551	   0.1099	   0.0696	   0.0127	  -0.0028	   0.3665	  -0.4482	   1.2244	   3.5263	   6.3853	   0.2391	
  -2.5000	  11.0000	   8.0000	  -0.0543	   0.2391	   0.1739	   1.0388	   0.9509	   1.4083	   0.1731	   0.1585	   0.1116	   0.0734	   0.0134	  -0.0032	   0.3875	  -0.4708	   1.3172	   3.4293	   6.3410	   0.2347	
   0.0000	  11.0000	   8.0000	   0.0000	   0.2391	   0.1739	   0.9871	   0.9680	   1.3826	   0.1645	   0.1613	   0.1125	   0.0774	   0.0140	  -0.0035	   0.4052	  -0.5069	   1.3545	   3.3671	   6.2142	   0.2304	
   2.5000	  11.0000	   8.0000	   0.0543	   0.2391	   0.1739	   0.9364	   0.9753	   1.3520	   0.1561	   0.1626	   0.1118	   0.0819	   0.0144	  -0.0039	   0.4224	  -0.5582	   1.3928	   3.3900	   6.1991	   0.2253	
   5.0000	  11.0000	   8.0000	   0.1087	   0.2391	   0.1739	   0.8893	   0.9541	   1.3043	   0.1482	   0.1590	   0.1093	   0.0876	   0.0147	  -0.0041	   0.4273	  -0.6398	   1.3937	   3.5218	   5.8849	   0.2174	
   7.5000	  11.0000	   8.0000	   0.1630	   0.2391	   0.1739	   0.8581	   0.9067	   1.2484	   0.1430	   0.1511	   0.1047	   0.0945	   0.0149	  -0.0042	   0.4260	  -0.7413	   1.3661	   3.7262	   5.4355	   0.2081	
  10.0000	  11.0000	   8.0000	   0.2174	   0.2391	   0.1739	   0.8501	   0.8509	   1.2028	   0.1417	   0.1418	   0.1005	   0.1042	   0.0157	  -0.0043	   0.4074	  -0.8641	   1.2382	   3.9901	   4.7175	   0.2005	
  12.5000	  11.0000	   8.0000	   0.2717	   0.2391	   0.1739	   0.8572	   0.8021	   1.1739	   0.1429	   0.1337	   0.0972	   0.1142	   0.0169	  -0.0044	   0.3992	  -0.9772	   1.0728	   4.3198	   3.9840	   0.1957	
  15.0000	  11.0000	   8.0000	   0.3261	   0.2391	   0.1739	   0.8744	   0.7742	   1.1679	   0.1457	   0.1290	   0.0941	   0.1197	   0.0174	  -0.0047	   0.4163	  -1.0276	   0.9741	   4.6636	   3.6173	   0.1947	
  17.5000	  11.0000	   8.0000	   0.3804	   0.2391	   0.1739	   0.8994	   0.7565	   1.1753	   0.1499	   0.1261	   0.0911	   0.1221	   0.0174	  -0.0047	   0.4245	  -1.0210	   0.9037	   4.9069	   3.4356	   0.1959	
  20.0000	  11.0000	   8.0000	   0.4348	   0.2391	   0.1739	   0.9151	   0.7358	   1.1742	   0.1525	   0.1226	   0.0911	   0.1235	   0.0177	  -0.0044	   0.3926	  -0.9690	   0.8920	   4.9778	   3.4126	   0.1957	
 -20.0000	  13.5000	   8.0000	  -0.4348	   0.2935	   0.1739	   1.2618	   0.6751	   1.4331	   0.2103	   0.1125	   0.0920	   0.0568	   0.0088	  -0.0000	   0.0132	  -0.5284	   0.2048	   4.4100	   4.5693	   0.2388	
 -17.5000	  13.5000	   8.0000	  -0.3804	   0.2935	   0.1739	   1.2888	   0.7308	   1.4810	   0.2148	   0.1218	   0.0908	   0.0561	   0.0085	  -0.0005	   0.1018	  -0.5463	   0.3006	   4.4142	   4.8726	   0.2468	
 -15.0000	  13.5000	   8.0000	  -0.3261	   0.2935	   0.1739	   1.2682	   0.7793	   1.4887	   0.2114	   0.1299	   0.0915	   0.0573	   0.0087	  -0.0009	   0.1746	  -0.5300	   0.4884	   4.2899	   5.4311	   0.2481	
 -12.5000	  13.5000	   8.0000	  -0.2717	   0.2935	   0.1739	   1.2384	   0.8392	   1.4959	   0.2064	   0.1399	   0.0948	   0.0598	   0.0094	  -0.0013	   0.2343	  -0.4809	   0.7243	   4.1210	   5.9355	   0.2493	
 -10.0000	  13.5000	   8.0000	  -0.2174	   0.2935	   0.1739	   1.2014	   0.8913	   1.4959	   0.2002	   0.1485	   0.0991	   0.0627	   0.0103	  -0.0017	   0.2752	  -0.4453	   0.9375	   3.9368	   6.2063	   0.2493	
  -7.5000	  13.5000	   8.0000	  -0.1630	   0.2935	   0.1739	   1.1557	   0.9323	   1.4849	   0.1926	   0.1554	   0.1030	   0.0653	   0.0112	  -0.0020	   0.3002	  -0.4185	   1.0848	   3.7415	   6.3381	   0.2475	
  -5.0000	  13.5000	   8.0000	  -0.1087	   0.2935	   0.1739	   1.1064	   0.9647	   1.4679	   0.1844	   0.1608	   0.1060	   0.0676	   0.0119	  -0.0023	   0.3241	  -0.4065	   1.2118	   3.5566	   6.4200	   0.2447	
  -2.5000	  13.5000	   8.0000	  -0.0543	   0.2935	   0.1739	   1.0556	   0.9886	   1.4462	   0.1759	   0.1648	   0.1078	   0.0701	   0.0124	  -0.0026	   0.3480	  -0.4307	   1.3344	   3.4624	   6.5375	   0.2410	
   0.0000	  13.5000	   8.0000	   0.0000	   0.2935	   0.1739	   1.0015	   1.0038	   1.4180	   0.1669	   0.1673	   0.1087	   0.0730	   0.0129	  -0.0029	   0.3604	  -0.4549	   1.3866	   3.3761	   6.5524	   0.2363	
   2.5000	  13.5000	   8.0000	   0.0543	   0.2935	   0.1739	   0.9514	   1.0093	   1.3870	   0.1586	   0.1682	   0.1079	   0.0760	   0.0131	  -0.0030	   0.3712	  -0.4902	   1.4310	   3.3876	   6.5732	   0.2312	
   5.0000	  13.5000	   8.0000	   0.1087	   0.2935	   0.1739	   0.9056	   0.9881	   1.3403	   0.1509	   0.1647	   0.1051	   0.0801	   0.0131	  -0.0030	   0.3618	  -0.5377	   1.4262	   3.4668	   6.3309	   0.2234	
   7.5000	  13.5000	   8.0000	   0.1630	   0.2935	   0.1739	   0.8732	   0.9295	   1.2754	   0.1455	   0.1549	   0.1014	   0.0864	   0.0133	  -0.0029	   0.3292	  -0.6125	   1.3901	   3.5813	   5.8865	   0.2126	
  10.0000	  13.5000	   8.0000	   0.2174	   0.2935	   0.1739	   0.8440	   0.8501	   1.1980	   0.1407	   0.1417	   0.0979	   0.0969	   0.0142	  -0.0028	   0.2997	  -0.7682	   1.3164	   3.8163	   5.1521	   0.1997	
  12.5000	  13.5000	   8.0000	   0.2717	   0.2935	   0.1739	   0.8111	   0.7655	   1.1153	   0.1352	   0.1276	   0.0946	   0.1093	   0.0157	  -0.0031	   0.2990	  -0.9646	   1.1969	   4.3020	   4.3462	   0.1859	
  15.0000	  13.5000	   8.0000	   0.3261	   0.2935	   0.1739	   0.7999	   0.7090	   1.0689	   0.1333	   0.1182	   0.0894	   0.1167	   0.0162	  -0.0036	   0.3431	  -1.0951	   1.1139	   4.9335	   3.8963	   0.1781	
  17.5000	  13.5000	   8.0000	   0.3804	   0.2935	   0.1739	   0.8111	   0.6723	   1.0535	   0.1352	   0.1120	   0.0859	   0.1193	   0.0162	  -0.0039	   0.3819	  -1.1126	   1.0447	   5.2974	   3.7012	   0.1756	
  20.0000	  13.5000	   8.0000	   0.4348	   0.2935	   0.1739	   0.8165	   0.6396	   1.0369	   0.1361	   0.1066	   0.0863	   0.1198	   0.0163	  -0.0038	   0.3689	  -1.0468	   1.0170	   5.2757	   3.6085	   0.1728	
 -20.0000	  16.0000	   8.0000	  -0.4348	   0.3478	   0.1739	   1.0913	   0.6224	   1.2595	   0.1819	   0.1037	   0.0868	   0.0637	   0.0087	   0.0011	  -0.2002	  -0.4184	   0.1168	   4.2834	   4.1799	   0.2099	
 -17.5000	  16.0000	   8.0000	  -0.3804	   0.3478	   0.1739	   1.1458	   0.6948	   1.3391	   0.1910	   0.1158	   0.0821	   0.0629	   0.0080	   0.0004	  -0.0874	  -0.4217	   0.1626	   4.4771	   4.3576	   0.2232	
 -15.0000	  16.0000	   8.0000	  -0.3261	   0.3478	   0.1739	   1.1578	   0.7551	   1.3826	   0.1930	   0.1259	   0.0797	   0.0644	   0.0079	  -0.0002	   0.0326	  -0.4280	   0.2851	   4.5712	   4.7027	   0.2304	
