Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"V [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"V/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_V/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'v'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "z=8mm_ImghMean_20x40x80_MovingAvg3x3" I=17 J=65 F=POINT
 -20.0000	-161.0000	   8.0000	  -0.4348	  -3.5000	   0.1739	   1.0876	   0.8035	   1.3499	   0.1813	   0.1339	   0.0937	   0.0554	   0.0089	   0.0009	  -0.1732	  -0.1922	   0.2730	   3.7462	   4.4249	   0.2250	
 -17.5000	-161.0000	   8.0000	  -0.3804	  -3.5000	   0.1739	   1.0559	   0.8236	   1.3394	   0.1760	   0.1373	   0.0923	   0.0535	   0.0085	   0.0006	  -0.1315	  -0.1757	   0.4116	   4.0055	   4.4531	   0.2232	
 -15.0000	-161.0000	   8.0000	  -0.3261	  -3.5000	   0.1739	   0.9723	   0.8151	   1.2687	   0.1621	   0.1359	   0.0920	   0.0540	   0.0085	   0.0007	  -0.1478	  -0.1272	   0.4868	   4.1264	   4.1888	   0.2114	
 -12.5000	-161.0000	   8.0000	  -0.2717	  -3.5000	   0.1739	   0.8520	   0.7794	   1.1546	   0.1420	   0.1299	   0.0923	   0.0564	   0.0088	   0.0010	  -0.1893	  -0.0702	   0.4635	   4.2982	   3.8142	   0.1924	
 -10.0000	-161.0000	   8.0000	  -0.2174	  -3.5000	   0.1739	   0.7257	   0.7551	   1.0474	   0.1209	   0.1258	   0.0933	   0.0602	   0.0092	   0.0011	  -0.2042	  -0.0389	   0.4537	   4.3914	   3.5861	   0.1746	
  -7.5000	-161.0000	   8.0000	  -0.1630	  -3.5000	   0.1739	   0.5919	   0.7391	   0.9468	   0.0987	   0.1232	   0.0941	   0.0627	   0.0096	   0.0012	  -0.2064	  -0.0580	   0.4778	   4.3905	   3.5021	   0.1578	
  -5.0000	-161.0000	   8.0000	  -0.1087	  -3.5000	   0.1739	   0.4568	   0.7206	   0.8534	   0.0761	   0.1201	   0.0941	   0.0631	   0.0096	   0.0012	  -0.2017	  -0.1369	   0.5329	   4.3306	   3.5047	   0.1422	
  -2.5000	-161.0000	   8.0000	  -0.0543	  -3.5000	   0.1739	   0.3502	   0.7579	   0.8352	   0.0584	   0.1263	   0.0967	   0.0625	   0.0099	   0.0010	  -0.1578	  -0.1339	   0.6665	   4.0640	   3.9370	   0.1392	
   0.0000	-161.0000	   8.0000	   0.0000	  -3.5000	   0.1739	   0.2610	   0.8039	   0.8453	   0.0435	   0.1340	   0.0995	   0.0636	   0.0105	   0.0007	  -0.1142	  -0.0570	   0.8546	   3.8451	   4.7787	   0.1409	
   2.5000	-161.0000	   8.0000	   0.0543	  -3.5000	   0.1739	   0.1756	   0.7814	   0.8010	   0.0293	   0.1302	   0.0976	   0.0668	   0.0105	   0.0007	  -0.1002	  -0.0600	   0.9563	   3.7395	   5.1558	   0.1335	
   5.0000	-161.0000	   8.0000	   0.1087	  -3.5000	   0.1739	   0.1083	   0.7279	   0.7360	   0.0180	   0.1213	   0.0934	   0.0706	   0.0103	   0.0005	  -0.0766	  -0.0797	   0.9138	   3.7207	   4.8241	   0.1227	
   7.5000	-161.0000	   8.0000	   0.1630	  -3.5000	   0.1739	   0.0620	   0.6969	   0.6998	   0.0103	   0.1162	   0.0884	   0.0726	   0.0098	   0.0004	  -0.0639	  -0.1589	   0.8369	   3.7689	   4.2634	   0.1166	
  10.0000	-161.0000	   8.0000	   0.2174	  -3.5000	   0.1739	   0.0346	   0.6859	   0.6869	   0.0058	   0.1143	   0.0819	   0.0719	   0.0089	   0.0003	  -0.0446	  -0.2316	   0.9264	   3.9181	   4.1446	   0.1145	
  12.5000	-161.0000	   8.0000	   0.2717	  -3.5000	   0.1739	   0.0144	   0.6413	   0.6416	   0.0024	   0.1069	   0.0741	   0.0746	   0.0083	   0.0002	  -0.0286	  -0.2466	   1.0322	   4.2345	   4.2809	   0.1069	
  15.0000	-161.0000	   8.0000	   0.3261	  -3.5000	   0.1739	  -0.0077	   0.6197	   0.6198	  -0.0013	   0.1033	   0.0658	   0.0760	   0.0076	   0.0001	  -0.0163	  -0.3000	   1.0865	   4.3205	   4.5556	   0.1033	
  17.5000	-161.0000	   8.0000	   0.3804	  -3.5000	   0.1739	  -0.0261	   0.6216	   0.6222	  -0.0044	   0.1036	   0.0578	   0.0752	   0.0067	   0.0000	  -0.0013	  -0.4690	   1.1655	   5.1102	   4.8121	   0.1037	
  20.0000	-161.0000	   8.0000	   0.4348	  -3.5000	   0.1739	  -0.0290	   0.5908	   0.5916	  -0.0048	   0.0985	   0.0510	   0.0768	   0.0064	  -0.0000	   0.0067	  -0.5821	   1.2261	   6.2119	   4.9573	   0.0986	
 -20.0000	-158.5000	   8.0000	  -0.4348	  -3.4457	   0.1739	   1.0708	   0.8671	   1.3764	   0.1785	   0.1445	   0.0939	   0.0573	   0.0091	   0.0013	  -0.2421	  -0.1878	   0.2933	   3.8087	   4.1618	   0.2294	
 -17.5000	-158.5000	   8.0000	  -0.3804	  -3.4457	   0.1739	   1.0389	   0.8922	   1.3697	   0.1731	   0.1487	   0.0932	   0.0553	   0.0088	   0.0010	  -0.2019	  -0.1563	   0.4502	   4.0194	   4.1587	   0.2283	
 -15.0000	-158.5000	   8.0000	  -0.3261	  -3.4457	   0.1739	   0.9524	   0.8862	   1.3009	   0.1587	   0.1477	   0.0933	   0.0569	   0.0090	   0.0011	  -0.2088	  -0.0950	   0.5165	   4.1702	   3.9170	   0.2168	
 -12.5000	-158.5000	   8.0000	  -0.2717	  -3.4457	   0.1739	   0.8291	   0.8430	   1.1821	   0.1382	   0.1405	   0.0936	   0.0604	   0.0093	   0.0014	  -0.2533	  -0.0529	   0.4478	   4.3436	   3.5888	   0.1970	
 -10.0000	-158.5000	   8.0000	  -0.2174	  -3.4457	   0.1739	   0.6969	   0.8029	   1.0630	   0.1162	   0.1338	   0.0942	   0.0641	   0.0097	   0.0016	  -0.2599	  -0.0114	   0.3926	   4.4073	   3.3709	   0.1772	
  -7.5000	-158.5000	   8.0000	  -0.1630	  -3.4457	   0.1739	   0.5675	   0.8100	   0.9891	   0.0946	   0.1350	   0.0966	   0.0655	   0.0102	   0.0014	  -0.2173	   0.0241	   0.4360	   4.4049	   3.3919	   0.1648	
  -5.0000	-158.5000	   8.0000	  -0.1087	  -3.4457	   0.1739	   0.4405	   0.8401	   0.9486	   0.0734	   0.1400	   0.0985	   0.0636	   0.0103	   0.0010	  -0.1645	  -0.0252	   0.5603	   4.2749	   3.6095	   0.1581	
  -2.5000	-158.5000	   8.0000	  -0.0543	  -3.4457	   0.1739	   0.3278	   0.8794	   0.9384	   0.0546	   0.1466	   0.1010	   0.0626	   0.0106	   0.0007	  -0.1186	  -0.0362	   0.6805	   3.9906	   4.0181	   0.1564	
   0.0000	-158.5000	   8.0000	   0.0000	  -3.4457	   0.1739	   0.2307	   0.9081	   0.9369	   0.0384	   0.1514	   0.1024	   0.0636	   0.0109	   0.0006	  -0.0944	  -0.0160	   0.8409	   3.8001	   4.7180	   0.1562	
   2.5000	-158.5000	   8.0000	   0.0543	  -3.4457	   0.1739	   0.1455	   0.8921	   0.9038	   0.0242	   0.1487	   0.1005	   0.0661	   0.0109	   0.0006	  -0.0896	  -0.0242	   0.8903	   3.6977	   4.8197	   0.1506	
   5.0000	-158.5000	   8.0000	   0.1087	  -3.4457	   0.1739	   0.0784	   0.8452	   0.8488	   0.0131	   0.1409	   0.0962	   0.0695	   0.0106	   0.0005	  -0.0724	  -0.0513	   0.8707	   3.6639	   4.5854	   0.1415	
   7.5000	-158.5000	   8.0000	   0.1630	  -3.4457	   0.1739	   0.0331	   0.8051	   0.8057	   0.0055	   0.1342	   0.0899	   0.0719	   0.0099	   0.0004	  -0.0556	  -0.1361	   0.8234	   3.6588	   4.1878	   0.1343	
  10.0000	-158.5000	   8.0000	   0.2174	  -3.4457	   0.1739	   0.0081	   0.7791	   0.7791	   0.0014	   0.1299	   0.0828	   0.0735	   0.0092	   0.0002	  -0.0337	  -0.2273	   0.8308	   3.9296	   3.9364	   0.1299	
  12.5000	-158.5000	   8.0000	   0.2717	  -3.4457	   0.1739	  -0.0097	   0.7483	   0.7483	  -0.0016	   0.1247	   0.0753	   0.0757	   0.0085	   0.0001	  -0.0119	  -0.2782	   0.8948	   4.1397	   3.9618	   0.1247	
  15.0000	-158.5000	   8.0000	   0.3261	  -3.4457	   0.1739	  -0.0252	   0.7174	   0.7178	  -0.0042	   0.1196	   0.0664	   0.0777	   0.0078	   0.0000	  -0.0001	  -0.3490	   0.9336	   4.6084	   4.0150	   0.1196	
  17.5000	-158.5000	   8.0000	   0.3804	  -3.4457	   0.1739	  -0.0369	   0.6847	   0.6857	  -0.0061	   0.1141	   0.0577	   0.0785	   0.0071	  -0.0000	   0.0041	  -0.4704	   1.0263	   5.4009	   4.2500	   0.1143	
  20.0000	-158.5000	   8.0000	   0.4348	  -3.4457	   0.1739	  -0.0384	   0.6412	   0.6423	  -0.0064	   0.1069	   0.0512	   0.0802	   0.0068	  -0.0001	   0.0174	  -0.4424	   1.1122	   7.2326	   4.5159	   0.1071	
 -20.0000	-156.0000	   8.0000	  -0.4348	  -3.3913	   0.1739	   1.0058	   0.9203	   1.3627	   0.1676	   0.1534	   0.0930	   0.0643	   0.0096	   0.0019	  -0.3121	  -0.1142	   0.3148	   3.7305	   3.7549	   0.2271	
 -17.5000	-156.0000	   8.0000	  -0.3804	  -3.3913	   0.1739	   0.9834	   0.9567	   1.3720	   0.1639	   0.1594	   0.0933	   0.0618	   0.0094	   0.0015	  -0.2683	  -0.0555	   0.4348	   3.9412	   3.7617	   0.2287	
 -15.0000	-156.0000	   8.0000	  -0.3261	  -3.3913	   0.1739	   0.9042	   0.9621	   1.3204	   0.1507	   0.1604	   0.0938	   0.0626	   0.0095	   0.0015	  -0.2556	   0.0257	   0.4888	   4.1757	   3.6598	   0.2201	
 -12.5000	-156.0000	   8.0000	  -0.2717	  -3.3913	   0.1739	   0.7854	   0.9239	   1.2125	   0.1309	   0.1540	   0.0947	   0.0656	   0.0099	   0.0018	  -0.2937	   0.0635	   0.4328	   4.3601	   3.3772	   0.2021	
 -10.0000	-156.0000	   8.0000	  -0.2174	  -3.3913	   0.1739	   0.6542	   0.8801	   1.0967	   0.1090	   0.1467	   0.0960	   0.0680	   0.0104	   0.0020	  -0.2995	   0.0790	   0.3719	   4.3514	   3.1083	   0.1828	
  -7.5000	-156.0000	   8.0000	  -0.1630	  -3.3913	   0.1739	   0.5330	   0.9073	   1.0526	   0.0888	   0.1512	   0.1000	   0.0673	   0.0109	   0.0015	  -0.2215	   0.1351	   0.4335	   4.2525	   3.2409	   0.1754	
  -5.0000	-156.0000	   8.0000	  -0.1087	  -3.3913	   0.1739	   0.4168	   0.9700	   1.0558	   0.0695	   0.1617	   0.1039	   0.0640	   0.0112	   0.0008	  -0.1200	   0.1276	   0.5638	   4.0709	   3.5276	   0.1760	
  -2.5000	-156.0000	   8.0000	  -0.0543	  -3.3913	   0.1739	   0.2967	   1.0019	   1.0450	   0.0494	   0.1670	   0.1060	   0.0625	   0.0113	   0.0005	  -0.0752	   0.0797	   0.6425	   3.8156	   3.7135	   0.1742	
   0.0000	-156.0000	   8.0000	   0.0000	  -3.3913	   0.1739	   0.1908	   1.0121	   1.0300	   0.0318	   0.1687	   0.1061	   0.0636	   0.0115	   0.0005	  -0.0703	   0.0546	   0.7539	   3.7078	   4.2622	   0.1717	
   2.5000	-156.0000	   8.0000	   0.0543	  -3.3913	   0.1739	   0.1051	   0.9963	   1.0019	   0.0175	   0.1661	   0.1037	   0.0661	   0.0113	   0.0005	  -0.0689	   0.0362	   0.8309	   3.6217	   4.5636	   0.1670	
   5.0000	-156.0000	   8.0000	   0.1087	  -3.3913	   0.1739	   0.0429	   0.9634	   0.9644	   0.0072	   0.1606	   0.0992	   0.0689	   0.0109	   0.0004	  -0.0607	  -0.0179	   0.8790	   3.5932	   4.6318	   0.1607	
   7.5000	-156.0000	   8.0000	   0.1630	  -3.3913	   0.1739	   0.0048	   0.9071	   0.9072	   0.0008	   0.1512	   0.0923	   0.0724	   0.0103	   0.0003	  -0.0376	  -0.0804	   0.8971	   3.6355	   4.5204	   0.1512	
  10.0000	-156.0000	   8.0000	   0.2174	  -3.3913	   0.1739	  -0.0136	   0.8397	   0.8398	  -0.0023	   0.1399	   0.0829	   0.0760	   0.0095	   0.0001	  -0.0221	  -0.1896	   0.8159	   3.9131	   4.0019	   0.1400	
  12.5000	-156.0000	   8.0000	   0.2717	  -3.3913	   0.1739	  -0.0270	   0.8153	   0.8157	  -0.0045	   0.1359	   0.0754	   0.0789	   0.0089	  -0.0000	   0.0023	  -0.2910	   0.7750	   4.2136	   3.7052	   0.1360	
  15.0000	-156.0000	   8.0000	   0.3261	  -3.3913	   0.1739	  -0.0396	   0.7930	   0.7940	  -0.0066	   0.1322	   0.0661	   0.0796	   0.0080	  -0.0001	   0.0210	  -0.3784	   0.8204	   4.4482	   3.6221	   0.1323	
  17.5000	-156.0000	   8.0000	   0.3804	  -3.3913	   0.1739	  -0.0450	   0.7250	   0.7264	  -0.0075	   0.1208	   0.0568	   0.0822	   0.0075	  -0.0001	   0.0228	  -0.5052	   0.8935	   5.0715	   3.7674	   0.1211	
  20.0000	-156.0000	   8.0000	   0.4348	  -3.3913	   0.1739	  -0.0445	   0.6531	   0.6547	  -0.0074	   0.1089	   0.0504	   0.0847	   0.0073	  -0.0001	   0.0298	  -0.4349	   1.0294	   7.8094	   4.0771	   0.1091	
 -20.0000	-153.5000	   8.0000	  -0.4348	  -3.3370	   0.1739	   0.8775	   0.9486	   1.2929	   0.1462	   0.1581	   0.0888	   0.0748	   0.0102	   0.0023	  -0.3539	   0.0069	   0.2960	   3.7378	   3.3815	   0.2155	
 -17.5000	-153.5000	   8.0000	  -0.3804	  -3.3370	   0.1739	   0.8716	   1.0048	   1.3299	   0.1453	   0.1675	   0.0900	   0.0719	   0.0099	   0.0020	  -0.3089	   0.1223	   0.3754	   3.9591	   3.4659	   0.2217	
 -15.0000	-153.5000	   8.0000	  -0.3261	  -3.3370	   0.1739	   0.8147	   1.0341	   1.3166	   0.1358	   0.1723	   0.0917	   0.0705	   0.0100	   0.0018	  -0.2820	   0.2425	   0.4288	   4.2022	   3.4923	   0.2194	
 -12.5000	-153.5000	   8.0000	  -0.2717	  -3.3370	   0.1739	   0.7145	   1.0232	   1.2480	   0.1191	   0.1705	   0.0945	   0.0715	   0.0105	   0.0020	  -0.2953	   0.3006	   0.4062	   4.2734	   3.2682	   0.2080	
 -10.0000	-153.5000	   8.0000	  -0.2174	  -3.3370	   0.1739	   0.5972	   1.0014	   1.1662	   0.0995	   0.1669	   0.0981	   0.0722	   0.0111	   0.0020	  -0.2799	   0.2775	   0.3707	   4.0999	   3.0165	   0.1944	
  -7.5000	-153.5000	   8.0000	  -0.1630	  -3.3370	   0.1739	   0.4838	   1.0291	   1.1371	   0.0806	   0.1715	   0.1035	   0.0696	   0.0117	   0.0014	  -0.1970	   0.2753	   0.4096	   3.9601	   3.0665	   0.1895	
  -5.0000	-153.5000	   8.0000	  -0.1087	  -3.3370	   0.1739	   0.3688	   1.0698	   1.1315	   0.0615	   0.1783	   0.1079	   0.0660	   0.0120	   0.0008	  -0.1135	   0.2379	   0.4665	   3.8494	   3.2018	   0.1886	
  -2.5000	-153.5000	   8.0000	  -0.0543	  -3.3370	   0.1739	   0.2482	   1.0906	   1.1185	   0.0414	   0.1818	   0.1095	   0.0645	   0.0121	   0.0005	  -0.0751	   0.1404	   0.5611	   3.7054	   3.4858	   0.1864	
   0.0000	-153.5000	   8.0000	   0.0000	  -3.3370	   0.1739	   0.1451	   1.0997	   1.1091	   0.0242	   0.1833	   0.1091	   0.0653	   0.0121	   0.0005	  -0.0651	   0.0895	   0.7302	   3.5920	   4.1759	   0.1849	
   2.5000	-153.5000	   8.0000	   0.0543	  -3.3370	   0.1739	   0.0617	   1.0764	   1.0781	   0.0103	   0.1794	   0.1055	   0.0675	   0.0118	   0.0005	  -0.0635	   0.0497	   0.8404	   3.5536	   4.5674	   0.1797	
   5.0000	-153.5000	   8.0000	   0.1087	  -3.3370	   0.1739	   0.0019	   1.0385	   1.0385	   0.0003	   0.1731	   0.1004	   0.0701	   0.0112	   0.0004	  -0.0543	  -0.0078	   0.8839	   3.5320	   4.7089	   0.1731	
   7.5000	-153.5000	   8.0000	   0.1630	  -3.3370	   0.1739	  -0.0272	   0.9666	   0.9670	  -0.0045	   0.1611	   0.0933	   0.0739	   0.0106	   0.0002	  -0.0323	  -0.0353	   0.8393	   3.6968	   4.2696	   0.1612	
  10.0000	-153.5000	   8.0000	   0.2174	  -3.3370	   0.1739	  -0.0362	   0.8820	   0.8828	  -0.0060	   0.1470	   0.0828	   0.0793	   0.0099	   0.0001	  -0.0087	  -0.1403	   0.7708	   4.0097	   3.8702	   0.1471	
  12.5000	-153.5000	   8.0000	   0.2717	  -3.3370	   0.1739	  -0.0433	   0.8478	   0.8489	  -0.0072	   0.1413	   0.0748	   0.0833	   0.0094	  -0.0001	   0.0131	  -0.2438	   0.6957	   4.5931	   3.4958	   0.1415	
  15.0000	-153.5000	   8.0000	   0.3261	  -3.3370	   0.1739	  -0.0519	   0.8189	   0.8206	  -0.0087	   0.1365	   0.0652	   0.0838	   0.0085	  -0.0002	   0.0290	  -0.3723	   0.7207	   5.6527	   3.3455	   0.1368	
  17.5000	-153.5000	   8.0000	   0.3804	  -3.3370	   0.1739	  -0.0556	   0.7392	   0.7413	  -0.0093	   0.1232	   0.0553	   0.0868	   0.0079	  -0.0002	   0.0388	  -0.4823	   0.8251	   7.5809	   3.4521	   0.1235	
  20.0000	-153.5000	   8.0000	   0.4348	  -3.3370	   0.1739	  -0.0559	   0.6665	   0.6689	  -0.0093	   0.1111	   0.0485	   0.0888	   0.0077	  -0.0002	   0.0388	  -0.6336	   0.9552	   8.7712	   3.6790	   0.1115	
 -20.0000	-151.0000	   8.0000	  -0.4348	  -3.2826	   0.1739	   0.6856	   0.9360	   1.1628	   0.1143	   0.1560	   0.0813	   0.0869	   0.0107	   0.0027	  -0.3808	   0.0696	   0.2438	   3.8080	   3.0794	   0.1938	
 -17.5000	-151.0000	   8.0000	  -0.3804	  -3.2826	   0.1739	   0.6942	   1.0146	   1.2291	   0.1157	   0.1691	   0.0831	   0.0840	   0.0105	   0.0023	  -0.3324	   0.2679	   0.2775	   4.1020	   3.1787	   0.2048	
 -15.0000	-151.0000	   8.0000	  -0.3261	  -3.2826	   0.1739	   0.6721	   1.0694	   1.2634	   0.1120	   0.1782	   0.0863	   0.0806	   0.0105	   0.0020	  -0.2844	   0.4697	   0.3185	   4.3455	   3.1998	   0.2106	
 -12.5000	-151.0000	   8.0000	  -0.2717	  -3.2826	   0.1739	   0.6086	   1.0956	   1.2532	   0.1014	   0.1826	   0.0920	   0.0784	   0.0110	   0.0019	  -0.2644	   0.5704	   0.3392	   4.2916	   3.1320	   0.2089	
 -10.0000	-151.0000	   8.0000	  -0.2174	  -3.2826	   0.1739	   0.5205	   1.1065	   1.2228	   0.0867	   0.1844	   0.0987	   0.0769	   0.0117	   0.0018	  -0.2319	   0.5508	   0.3487	   4.0243	   3.0815	   0.2038	
  -7.5000	-151.0000	   8.0000	  -0.1630	  -3.2826	   0.1739	   0.4205	   1.1341	   1.2094	   0.0701	   0.1890	   0.1054	   0.0733	   0.0124	   0.0013	  -0.1727	   0.4684	   0.3672	   3.7766	   3.0280	   0.2016	
  -5.0000	-151.0000	   8.0000	  -0.1087	  -3.2826	   0.1739	   0.3095	   1.1611	   1.2018	   0.0516	   0.1935	   0.1102	   0.0689	   0.0127	   0.0009	  -0.1202	   0.3515	   0.3954	   3.6485	   3.0700	   0.2003	
  -2.5000	-151.0000	   8.0000	  -0.0543	  -3.2826	   0.1739	   0.1932	   1.1730	   1.1888	   0.0322	   0.1955	   0.1118	   0.0673	   0.0128	   0.0007	  -0.0875	   0.2037	   0.5191	   3.5641	   3.4258	   0.1981	
   0.0000	-151.0000	   8.0000	   0.0000	  -3.2826	   0.1739	   0.0963	   1.1714	   1.1753	   0.0161	   0.1952	   0.1107	   0.0673	   0.0126	   0.0005	  -0.0736	   0.1054	   0.6708	   3.5023	   3.8878	   0.1959	
   2.5000	-151.0000	   8.0000	   0.0543	  -3.2826	   0.1739	   0.0175	   1.1444	   1.1446	   0.0029	   0.1907	   0.1062	   0.0688	   0.0120	   0.0005	  -0.0736	   0.0623	   0.7671	   3.5056	   4.2086	   0.1908	
   5.0000	-151.0000	   8.0000	   0.1087	  -3.2826	   0.1739	  -0.0375	   1.0999	   1.1005	  -0.0063	   0.1833	   0.1006	   0.0721	   0.0115	   0.0004	  -0.0554	   0.0188	   0.8030	   3.4467	   4.3967	   0.1834	
   7.5000	-151.0000	   8.0000	   0.1630	  -3.2826	   0.1739	  -0.0593	   1.0337	   1.0354	  -0.0099	   0.1723	   0.0940	   0.0761	   0.0110	   0.0002	  -0.0280	  -0.0233	   0.7448	   3.6069	   3.8510	   0.1726	
  10.0000	-151.0000	   8.0000	   0.2174	  -3.2826	   0.1739	  -0.0636	   0.9524	   0.9545	  -0.0106	   0.1587	   0.0844	   0.0813	   0.0103	  -0.0001	   0.0076	  -0.0688	   0.6926	   3.9795	   3.5695	   0.1591	
  12.5000	-151.0000	   8.0000	   0.2717	  -3.2826	   0.1739	  -0.0651	   0.8934	   0.8958	  -0.0108	   0.1489	   0.0747	   0.0871	   0.0099	  -0.0001	   0.0204	  -0.2287	   0.5962	   3.7792	   3.2393	   0.1493	
  15.0000	-151.0000	   8.0000	   0.3261	  -3.2826	   0.1739	  -0.0640	   0.8380	   0.8404	  -0.0107	   0.1397	   0.0643	   0.0897	   0.0091	  -0.0002	   0.0324	  -0.5138	   0.6076	   2.0639	   3.0878	   0.1401	
  17.5000	-151.0000	   8.0000	   0.3804	  -3.2826	   0.1739	  -0.0684	   0.7498	   0.7529	  -0.0114	   0.1250	   0.0536	   0.0919	   0.0085	  -0.0002	   0.0467	  -0.7519	   0.7911	   0.3867	   3.2423	   0.1255	
  20.0000	-151.0000	   8.0000	   0.4348	  -3.2826	   0.1739	  -0.0682	   0.6873	   0.6907	  -0.0114	   0.1146	   0.0468	   0.0939	   0.0082	  -0.0002	   0.0488	  -1.0127	   0.9133	  -2.0703	   3.4720	   0.1151	
 -20.0000	-148.5000	   8.0000	  -0.4348	  -3.2283	   0.1739	   0.4585	   0.8643	   0.9822	   0.0764	   0.1441	   0.0714	   0.1001	   0.0114	   0.0028	  -0.3892	   0.0847	   0.2051	   3.9933	   2.7254	   0.1637	
 -17.5000	-148.5000	   8.0000	  -0.3804	  -3.2283	   0.1739	   0.4739	   0.9592	   1.0691	   0.0790	   0.1599	   0.0738	   0.0978	   0.0113	   0.0025	  -0.3461	   0.3555	   0.1937	   4.3309	   2.8119	   0.1782	
 -15.0000	-148.5000	   8.0000	  -0.3261	  -3.2283	   0.1739	   0.4938	   1.0500	   1.1605	   0.0823	   0.1750	   0.0792	   0.0922	   0.0111	   0.0019	  -0.2620	   0.6968	   0.2404	   4.7250	   3.0221	   0.1934	
 -12.5000	-148.5000	   8.0000	  -0.2717	  -3.2283	   0.1739	   0.4778	   1.1143	   1.2122	   0.0796	   0.1857	   0.0882	   0.0869	   0.0115	   0.0016	  -0.2148	   0.8248	   0.3125	   4.5537	   3.1808	   0.2020	
 -10.0000	-148.5000	   8.0000	  -0.2174	  -3.2283	   0.1739	   0.4230	   1.1508	   1.2259	   0.0705	   0.1918	   0.0973	   0.0829	   0.0123	   0.0015	  -0.1915	   0.7765	   0.3106	   4.0788	   3.1355	   0.2043	
  -7.5000	-148.5000	   8.0000	  -0.1630	  -3.2283	   0.1739	   0.3375	   1.1944	   1.2412	   0.0563	   0.1991	   0.1056	   0.0773	   0.0129	   0.0013	  -0.1600	   0.6399	   0.2746	   3.7077	   3.0054	   0.2069	
  -5.0000	-148.5000	   8.0000	  -0.1087	  -3.2283	   0.1739	   0.2324	   1.2376	   1.2593	   0.0387	   0.2063	   0.1116	   0.0720	   0.0132	   0.0010	  -0.1230	   0.4492	   0.3244	   3.4558	   3.0345	   0.2099	
  -2.5000	-148.5000	   8.0000	  -0.0543	  -3.2283	   0.1739	   0.1254	   1.2457	   1.2520	   0.0209	   0.2076	   0.1132	   0.0700	   0.0133	   0.0008	  -0.0982	   0.2853	   0.4473	   3.3440	   3.2876	   0.2087	
   0.0000	-148.5000	   8.0000	   0.0000	  -3.2283	   0.1739	   0.0353	   1.2307	   1.2313	   0.0059	   0.2051	   0.1116	   0.0693	   0.0129	   0.0007	  -0.0887	   0.1541	   0.5665	   3.3917	   3.5051	   0.2052	
   2.5000	-148.5000	   8.0000	   0.0543	  -3.2283	   0.1739	  -0.0359	   1.1960	   1.1965	  -0.0060	   0.1993	   0.1066	   0.0709	   0.0123	   0.0006	  -0.0755	   0.0811	   0.6361	   3.4198	   3.8287	   0.1994	
   5.0000	-148.5000	   8.0000	   0.1087	  -3.2283	   0.1739	  -0.0798	   1.1422	   1.1449	  -0.0133	   0.1904	   0.1008	   0.0750	   0.0118	   0.0004	  -0.0507	   0.0671	   0.6568	   3.3748	   3.9114	   0.1908	
   7.5000	-148.5000	   8.0000	   0.1630	  -3.2283	   0.1739	  -0.0932	   1.0854	   1.0894	  -0.0155	   0.1809	   0.0940	   0.0791	   0.0113	   0.0001	  -0.0140	   0.0440	   0.6281	   3.5957	   3.4460	   0.1816	
  10.0000	-148.5000	   8.0000	   0.2174	  -3.2283	   0.1739	  -0.0935	   1.0165	   1.0208	  -0.0156	   0.1694	   0.0851	   0.0840	   0.0107	  -0.0001	   0.0129	  -0.0499	   0.5899	   3.7059	   3.4107	   0.1701	
  12.5000	-148.5000	   8.0000	   0.2717	  -3.2283	   0.1739	  -0.0877	   0.9488	   0.9528	  -0.0146	   0.1581	   0.0757	   0.0899	   0.0104	  -0.0002	   0.0229	  -0.1770	   0.5220	   4.2760	   3.1051	   0.1588	
  15.0000	-148.5000	   8.0000	   0.3261	  -3.2283	   0.1739	  -0.0822	   0.8727	   0.8766	  -0.0137	   0.1454	   0.0651	   0.0942	   0.0098	  -0.0002	   0.0398	   0.0802	   0.5537	  13.8253	   2.9357	   0.1461	
  17.5000	-148.5000	   8.0000	   0.3804	  -3.2283	   0.1739	  -0.0758	   0.7873	   0.7909	  -0.0126	   0.1312	   0.0545	   0.0968	   0.0093	  -0.0003	   0.0659	   0.2897	   0.7171	  24.9388	   3.0227	   0.1318	
  20.0000	-148.5000	   8.0000	   0.4348	  -3.2283	   0.1739	  -0.0668	   0.7290	   0.7321	  -0.0111	   0.1215	   0.0483	   0.0993	   0.0092	  -0.0004	   0.0872	   0.3739	   0.8310	  35.4607	   3.2010	   0.1220	
 -20.0000	-146.0000	   8.0000	  -0.4348	  -3.1739	   0.1739	   0.2606	   0.7663	   0.8137	   0.0434	   0.1277	   0.0611	   0.1087	   0.0117	   0.0019	  -0.2727	   0.3372	   0.2636	   4.9581	   2.5114	   0.1356	
 -17.5000	-146.0000	   8.0000	  -0.3804	  -3.1739	   0.1739	   0.2786	   0.8728	   0.9152	   0.0464	   0.1455	   0.0645	   0.1075	   0.0118	   0.0017	  -0.2430	   0.5832	   0.2553	   5.1533	   2.6331	   0.1525	
