Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"V [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"V/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_V/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'v'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "z=8mm_ImghMean_20x40x80_MovingAvg3x3" I=17 J=65 F=POINT
   5.0000	 -83.5000	   8.0000	   0.1087	  -1.8152	   0.1739	  -0.5525	   1.5787	   1.6726	  -0.0921	   0.2631	   0.0583	   0.0935	   0.0091	  -0.0019	   0.3557	   0.2656	   0.2848	   3.6679	   3.3630	   0.2788	
   7.5000	 -83.5000	   8.0000	   0.1630	  -1.8152	   0.1739	  -0.5099	   1.6030	   1.6822	  -0.0850	   0.2672	   0.0584	   0.0963	   0.0095	  -0.0019	   0.3295	   0.7811	   0.2666	   9.2312	   3.3568	   0.2804	
  10.0000	 -83.5000	   8.0000	   0.2174	  -1.8152	   0.1739	  -0.4592	   1.6278	   1.6913	  -0.0765	   0.2713	   0.0581	   0.0996	   0.0100	  -0.0017	   0.2898	   1.8898	   0.3162	  30.7975	   3.5910	   0.2819	
  12.5000	 -83.5000	   8.0000	   0.2717	  -1.8152	   0.1739	  -0.3964	   1.6353	   1.6826	  -0.0661	   0.2725	   0.0561	   0.1046	   0.0106	  -0.0015	   0.2518	   2.2799	   0.3281	  34.3334	   4.3356	   0.2804	
  15.0000	 -83.5000	   8.0000	   0.3261	  -1.8152	   0.1739	  -0.3232	   1.6088	   1.6410	  -0.0539	   0.2681	   0.0549	   0.1121	   0.0117	  -0.0016	   0.2608	   7.0208	   0.4819	 213.2715	   9.0440	   0.2735	
  17.5000	 -83.5000	   8.0000	   0.3804	  -1.8152	   0.1739	  -0.2476	   1.5777	   1.5971	  -0.0413	   0.2630	   0.0444	   0.1129	   0.0111	  -0.0011	   0.2208	   2.1418	   0.3223	  46.7781	   6.8051	   0.2662	
  20.0000	 -83.5000	   8.0000	   0.4348	  -1.8152	   0.1739	  -0.1956	   1.5442	   1.5566	  -0.0326	   0.2574	   0.0405	   0.1134	   0.0109	  -0.0008	   0.1823	   0.2649	  -0.0826	  -3.1301	   6.6023	   0.2594	
 -20.0000	 -81.0000	   8.0000	  -0.4348	  -1.7609	   0.1739	  -0.4178	   0.9675	   1.0541	  -0.0696	   0.1612	   0.0616	   0.0888	   0.0088	  -0.0028	   0.5195	   0.3211	   0.0920	   2.6474	   3.1667	   0.1757	
 -17.5000	 -81.0000	   8.0000	  -0.3804	  -1.7609	   0.1739	  -0.4663	   1.0120	   1.1142	  -0.0777	   0.1687	   0.0640	   0.0879	   0.0089	  -0.0031	   0.5470	   0.2864	   0.1317	   2.7833	   3.2041	   0.1857	
 -15.0000	 -81.0000	   8.0000	  -0.3261	  -1.7609	   0.1739	  -0.5231	   1.0696	   1.1907	  -0.0872	   0.1783	   0.0656	   0.0881	   0.0091	  -0.0033	   0.5721	   0.2139	   0.2158	   2.9422	   3.0882	   0.1984	
 -12.5000	 -81.0000	   8.0000	  -0.2717	  -1.7609	   0.1739	  -0.5737	   1.1423	   1.2782	  -0.0956	   0.1904	   0.0654	   0.0890	   0.0092	  -0.0033	   0.5723	   0.1228	   0.2981	   3.0248	   2.9324	   0.2130	
 -10.0000	 -81.0000	   8.0000	  -0.2174	  -1.7609	   0.1739	  -0.6016	   1.2158	   1.3565	  -0.1003	   0.2026	   0.0642	   0.0897	   0.0091	  -0.0031	   0.5459	   0.0767	   0.3346	   3.0760	   2.9175	   0.2261	
  -7.5000	 -81.0000	   8.0000	  -0.1630	  -1.7609	   0.1739	  -0.6168	   1.2928	   1.4324	  -0.1028	   0.2155	   0.0632	   0.0901	   0.0091	  -0.0029	   0.5108	   0.0810	   0.3361	   3.2274	   2.9860	   0.2387	
  -5.0000	 -81.0000	   8.0000	  -0.1087	  -1.7609	   0.1739	  -0.6199	   1.3683	   1.5022	  -0.1033	   0.2281	   0.0620	   0.0900	   0.0090	  -0.0026	   0.4687	   0.1033	   0.3003	   3.3322	   3.0615	   0.2504	
  -2.5000	 -81.0000	   8.0000	  -0.0543	  -1.7609	   0.1739	  -0.6159	   1.4386	   1.5649	  -0.1027	   0.2398	   0.0609	   0.0903	   0.0089	  -0.0024	   0.4315	   0.1136	   0.2730	   3.4433	   3.1511	   0.2608	
   0.0000	 -81.0000	   8.0000	   0.0000	  -1.7609	   0.1739	  -0.6027	   1.4998	   1.6164	  -0.1004	   0.2500	   0.0603	   0.0911	   0.0089	  -0.0022	   0.4013	   0.1730	   0.2557	   3.6731	   3.2304	   0.2694	
   2.5000	 -81.0000	   8.0000	   0.0543	  -1.7609	   0.1739	  -0.5763	   1.5493	   1.6530	  -0.0960	   0.2582	   0.0592	   0.0918	   0.0090	  -0.0020	   0.3745	   0.2209	   0.2637	   4.0426	   3.3293	   0.2755	
   5.0000	 -81.0000	   8.0000	   0.1087	  -1.7609	   0.1739	  -0.5443	   1.5845	   1.6753	  -0.0907	   0.2641	   0.0575	   0.0939	   0.0091	  -0.0020	   0.3647	   0.2442	   0.2865	   3.2092	   3.3397	   0.2792	
   7.5000	 -81.0000	   8.0000	   0.1630	  -1.7609	   0.1739	  -0.4996	   1.5945	   1.6709	  -0.0833	   0.2657	   0.0568	   0.0978	   0.0096	  -0.0019	   0.3398	   0.8025	   0.2820	   9.7861	   3.2916	   0.2785	
  10.0000	 -81.0000	   8.0000	   0.2174	  -1.7609	   0.1739	  -0.4446	   1.6119	   1.6721	  -0.0741	   0.2687	   0.0575	   0.1019	   0.0103	  -0.0018	   0.2999	   2.5345	   0.2768	  44.5636	   3.3320	   0.2787	
  12.5000	 -81.0000	   8.0000	   0.2717	  -1.7609	   0.1739	  -0.3871	   1.6395	   1.6845	  -0.0645	   0.2732	   0.0544	   0.1046	   0.0104	  -0.0014	   0.2515	   1.5939	   0.2272	  21.2263	   3.3077	   0.2808	
  15.0000	 -81.0000	   8.0000	   0.3261	  -1.7609	   0.1739	  -0.3193	   1.6410	   1.6718	  -0.0532	   0.2735	   0.0510	   0.1073	   0.0106	  -0.0013	   0.2416	   2.5890	   0.2485	  53.1236	   3.1756	   0.2786	
  17.5000	 -81.0000	   8.0000	   0.3804	  -1.7609	   0.1739	  -0.2489	   1.6172	   1.6363	  -0.0415	   0.2695	   0.0457	   0.1079	   0.0103	  -0.0009	   0.1881	   1.0888	   0.1774	  34.9111	   2.7446	   0.2727	
  20.0000	 -81.0000	   8.0000	   0.4348	  -1.7609	   0.1739	  -0.1976	   1.5745	   1.5869	  -0.0329	   0.2624	   0.0438	   0.1101	   0.0105	  -0.0009	   0.1772	   1.9014	   0.0229	  67.4672	   3.6963	   0.2645	
 -20.0000	 -78.5000	   8.0000	  -0.4348	  -1.7065	   0.1739	  -0.4107	   0.9782	   1.0612	  -0.0684	   0.1630	   0.0608	   0.0902	   0.0089	  -0.0029	   0.5238	   0.3136	   0.1145	   2.5844	   3.1902	   0.1769	
 -17.5000	 -78.5000	   8.0000	  -0.3804	  -1.7065	   0.1739	  -0.4604	   1.0255	   1.1240	  -0.0767	   0.1709	   0.0632	   0.0891	   0.0090	  -0.0031	   0.5531	   0.2690	   0.1553	   2.6499	   3.2233	   0.1873	
 -15.0000	 -78.5000	   8.0000	  -0.3261	  -1.7065	   0.1739	  -0.5164	   1.0859	   1.2025	  -0.0861	   0.1810	   0.0647	   0.0891	   0.0091	  -0.0033	   0.5792	   0.1890	   0.2318	   2.7139	   3.1056	   0.2004	
 -12.5000	 -78.5000	   8.0000	  -0.2717	  -1.7065	   0.1739	  -0.5648	   1.1564	   1.2869	  -0.0941	   0.1927	   0.0643	   0.0905	   0.0092	  -0.0034	   0.5827	   0.1153	   0.3079	   2.8786	   2.9562	   0.2145	
 -10.0000	 -78.5000	   8.0000	  -0.2174	  -1.7065	   0.1739	  -0.5913	   1.2209	   1.3566	  -0.0986	   0.2035	   0.0630	   0.0919	   0.0093	  -0.0033	   0.5631	   0.0795	   0.3310	   3.0410	   2.9136	   0.2261	
  -7.5000	 -78.5000	   8.0000	  -0.1630	  -1.7065	   0.1739	  -0.6060	   1.2932	   1.4282	  -0.1010	   0.2155	   0.0618	   0.0922	   0.0092	  -0.0030	   0.5319	   0.0777	   0.3101	   3.1631	   2.9419	   0.2380	
  -5.0000	 -78.5000	   8.0000	  -0.1087	  -1.7065	   0.1739	  -0.6125	   1.3735	   1.5039	  -0.1021	   0.2289	   0.0608	   0.0916	   0.0091	  -0.0027	   0.4831	   0.0989	   0.2838	   3.3088	   3.0493	   0.2506	
  -2.5000	 -78.5000	   8.0000	  -0.0543	  -1.7065	   0.1739	  -0.6087	   1.4468	   1.5697	  -0.1014	   0.2411	   0.0598	   0.0911	   0.0089	  -0.0024	   0.4384	   0.1048	   0.2806	   3.4957	   3.1800	   0.2616	
   0.0000	 -78.5000	   8.0000	   0.0000	  -1.7065	   0.1739	  -0.5946	   1.5113	   1.6241	  -0.0991	   0.2519	   0.0593	   0.0911	   0.0089	  -0.0022	   0.4048	   0.1744	   0.2731	   3.7623	   3.2727	   0.2707	
   2.5000	 -78.5000	   8.0000	   0.0543	  -1.7065	   0.1739	  -0.5693	   1.5622	   1.6627	  -0.0949	   0.2604	   0.0585	   0.0917	   0.0089	  -0.0020	   0.3758	   0.2479	   0.2764	   4.1446	   3.3474	   0.2771	
   5.0000	 -78.5000	   8.0000	   0.1087	  -1.7065	   0.1739	  -0.5367	   1.5908	   1.6789	  -0.0895	   0.2651	   0.0573	   0.0947	   0.0092	  -0.0020	   0.3649	   0.3413	   0.2929	   3.6883	   3.3678	   0.2798	
   7.5000	 -78.5000	   8.0000	   0.1630	  -1.7065	   0.1739	  -0.4900	   1.5926	   1.6662	  -0.0817	   0.2654	   0.0568	   0.0992	   0.0098	  -0.0019	   0.3380	   1.0766	   0.2847	  12.2032	   3.3850	   0.2777	
  10.0000	 -78.5000	   8.0000	   0.2174	  -1.7065	   0.1739	  -0.4329	   1.6020	   1.6595	  -0.0722	   0.2670	   0.0579	   0.1042	   0.0107	  -0.0016	   0.2710	   3.0475	   0.1418	  53.6853	   4.1485	   0.2766	
  12.5000	 -78.5000	   8.0000	   0.2717	  -1.7065	   0.1739	  -0.3761	   1.6327	   1.6755	  -0.0627	   0.2721	   0.0542	   0.1071	   0.0108	  -0.0013	   0.2213	   2.1903	   0.0093	  37.8125	   6.3241	   0.2792	
  15.0000	 -78.5000	   8.0000	   0.3261	  -1.7065	   0.1739	  -0.3124	   1.6413	   1.6707	  -0.0521	   0.2735	   0.0488	   0.1081	   0.0105	  -0.0011	   0.2167	   1.2438	   0.1221	   3.7147	   6.5366	   0.2785	
  17.5000	 -78.5000	   8.0000	   0.3804	  -1.7065	   0.1739	  -0.2472	   1.6307	   1.6494	  -0.0412	   0.2718	   0.0488	   0.1071	   0.0104	  -0.0010	   0.1911	   6.9638	   0.2747	 188.6321	   4.2751	   0.2749	
  20.0000	 -78.5000	   8.0000	   0.4348	  -1.7065	   0.1739	  -0.1981	   1.5899	   1.6022	  -0.0330	   0.2650	   0.0454	   0.1097	   0.0106	  -0.0010	   0.1944	   7.5890	   0.1774	 201.7353	   3.2461	   0.2670	
 -20.0000	 -76.0000	   8.0000	  -0.4348	  -1.6522	   0.1739	  -0.4009	   0.9828	   1.0617	  -0.0668	   0.1638	   0.0602	   0.0917	   0.0090	  -0.0029	   0.5233	   0.3192	   0.1364	   2.5542	   3.0936	   0.1769	
 -17.5000	 -76.0000	   8.0000	  -0.3804	  -1.6522	   0.1739	  -0.4511	   1.0335	   1.1276	  -0.0752	   0.1723	   0.0626	   0.0906	   0.0091	  -0.0032	   0.5564	   0.2839	   0.1900	   2.6579	   3.1512	   0.1879	
 -15.0000	 -76.0000	   8.0000	  -0.3261	  -1.6522	   0.1739	  -0.5094	   1.0989	   1.2113	  -0.0849	   0.1832	   0.0640	   0.0904	   0.0092	  -0.0034	   0.5850	   0.2138	   0.2615	   2.7586	   3.1229	   0.2019	
 -12.5000	 -76.0000	   8.0000	  -0.2717	  -1.6522	   0.1739	  -0.5608	   1.1685	   1.2961	  -0.0935	   0.1948	   0.0637	   0.0914	   0.0093	  -0.0034	   0.5918	   0.1342	   0.3060	   2.9248	   2.9908	   0.2160	
 -10.0000	 -76.0000	   8.0000	  -0.2174	  -1.6522	   0.1739	  -0.5881	   1.2310	   1.3643	  -0.0980	   0.2052	   0.0626	   0.0925	   0.0094	  -0.0033	   0.5745	   0.0947	   0.3177	   3.0969	   2.9247	   0.2274	
  -7.5000	 -76.0000	   8.0000	  -0.1630	  -1.6522	   0.1739	  -0.6014	   1.3101	   1.4415	  -0.1002	   0.2183	   0.0612	   0.0927	   0.0093	  -0.0031	   0.5388	   0.1043	   0.3067	   3.2553	   2.9898	   0.2403	
  -5.0000	 -76.0000	   8.0000	  -0.1087	  -1.6522	   0.1739	  -0.6085	   1.3984	   1.5250	  -0.1014	   0.2331	   0.0601	   0.0920	   0.0091	  -0.0027	   0.4916	   0.1147	   0.2728	   3.4265	   3.1010	   0.2542	
  -2.5000	 -76.0000	   8.0000	  -0.0543	  -1.6522	   0.1739	  -0.6035	   1.4677	   1.5869	  -0.1006	   0.2446	   0.0594	   0.0913	   0.0089	  -0.0024	   0.4444	   0.1346	   0.2778	   3.6801	   3.2280	   0.2645	
   0.0000	 -76.0000	   8.0000	   0.0000	  -1.6522	   0.1739	  -0.5868	   1.5251	   1.6341	  -0.0978	   0.2542	   0.0588	   0.0912	   0.0088	  -0.0022	   0.4085	   0.2341	   0.2896	   4.1663	   3.2966	   0.2723	
   2.5000	 -76.0000	   8.0000	   0.0543	  -1.6522	   0.1739	  -0.5625	   1.5737	   1.6712	  -0.0937	   0.2623	   0.0579	   0.0920	   0.0089	  -0.0020	   0.3765	   0.3232	   0.2824	   4.5264	   3.3477	   0.2785	
   5.0000	 -76.0000	   8.0000	   0.1087	  -1.6522	   0.1739	  -0.5299	   1.6042	   1.6895	  -0.0883	   0.2674	   0.0566	   0.0948	   0.0091	  -0.0020	   0.3654	   0.3685	   0.3031	   4.0049	   3.3886	   0.2816	
   7.5000	 -76.0000	   8.0000	   0.1630	  -1.6522	   0.1739	  -0.4833	   1.6136	   1.6844	  -0.0806	   0.2689	   0.0562	   0.0990	   0.0097	  -0.0019	   0.3410	   0.7500	   0.2912	   6.7578	   3.3714	   0.2807	
  10.0000	 -76.0000	   8.0000	   0.2174	  -1.6522	   0.1739	  -0.4220	   1.6188	   1.6729	  -0.0703	   0.2698	   0.0553	   0.1037	   0.0104	  -0.0017	   0.2928	   1.4213	   0.2329	  19.1337	   3.7181	   0.2788	
  12.5000	 -76.0000	   8.0000	   0.2717	  -1.6522	   0.1739	  -0.3596	   1.6233	   1.6626	  -0.0599	   0.2705	   0.0513	   0.1080	   0.0107	  -0.0014	   0.2586	   1.2878	   0.0981	   8.5881	   4.5724	   0.2771	
  15.0000	 -76.0000	   8.0000	   0.3261	  -1.6522	   0.1739	  -0.2990	   1.6312	   1.6583	  -0.0498	   0.2719	   0.0476	   0.1092	   0.0106	  -0.0012	   0.2219	   1.0463	   0.1219	  -3.3114	   5.2979	   0.2764	
  17.5000	 -76.0000	   8.0000	   0.3804	  -1.6522	   0.1739	  -0.2363	   1.6267	   1.6438	  -0.0394	   0.2711	   0.0475	   0.1079	   0.0104	  -0.0009	   0.1787	   0.1579	   0.2608	 166.5462	   3.8335	   0.2740	
  20.0000	 -76.0000	   8.0000	   0.4348	  -1.6522	   0.1739	  -0.1903	   1.5936	   1.6049	  -0.0317	   0.2656	   0.0465	   0.1104	   0.0108	  -0.0008	   0.1639	  -0.5471	   0.2641	 228.7555	   3.6892	   0.2675	
 -20.0000	 -73.5000	   8.0000	  -0.4348	  -1.5978	   0.1739	  -0.3936	   0.9867	   1.0626	  -0.0656	   0.1644	   0.0597	   0.0928	   0.0091	  -0.0029	   0.5278	   0.3071	   0.1626	   2.5734	   3.0154	   0.1771	
 -17.5000	 -73.5000	   8.0000	  -0.3804	  -1.5978	   0.1739	  -0.4435	   1.0378	   1.1286	  -0.0739	   0.1730	   0.0620	   0.0916	   0.0092	  -0.0032	   0.5588	   0.2786	   0.2172	   2.6899	   3.0921	   0.1881	
 -15.0000	 -73.5000	   8.0000	  -0.3261	  -1.5978	   0.1739	  -0.5006	   1.1057	   1.2137	  -0.0834	   0.1843	   0.0634	   0.0915	   0.0093	  -0.0034	   0.5868	   0.2095	   0.2740	   2.7844	   3.1029	   0.2023	
 -12.5000	 -73.5000	   8.0000	  -0.2717	  -1.5978	   0.1739	  -0.5524	   1.1787	   1.3017	  -0.0921	   0.1964	   0.0634	   0.0921	   0.0094	  -0.0035	   0.5966	   0.1282	   0.3047	   2.9794	   3.0128	   0.2170	
 -10.0000	 -73.5000	   8.0000	  -0.2174	  -1.5978	   0.1739	  -0.5829	   1.2447	   1.3744	  -0.0971	   0.2075	   0.0625	   0.0924	   0.0093	  -0.0034	   0.5804	   0.0907	   0.3197	   3.1983	   2.9638	   0.2291	
  -7.5000	 -73.5000	   8.0000	  -0.1630	  -1.5978	   0.1739	  -0.5980	   1.3302	   1.4584	  -0.0997	   0.2217	   0.0609	   0.0924	   0.0092	  -0.0031	   0.5441	   0.0902	   0.3175	   3.3098	   3.0176	   0.2431	
  -5.0000	 -73.5000	   8.0000	  -0.1087	  -1.5978	   0.1739	  -0.6028	   1.4190	   1.5418	  -0.1005	   0.2365	   0.0595	   0.0918	   0.0090	  -0.0027	   0.4976	   0.1129	   0.2874	   3.4120	   3.1321	   0.2570	
  -2.5000	 -73.5000	   8.0000	  -0.0543	  -1.5978	   0.1739	  -0.5952	   1.4829	   1.5979	  -0.0992	   0.2471	   0.0587	   0.0914	   0.0088	  -0.0024	   0.4546	   0.1561	   0.2682	   3.7424	   3.2190	   0.2663	
   0.0000	 -73.5000	   8.0000	   0.0000	  -1.5978	   0.1739	  -0.5781	   1.5370	   1.6422	  -0.0964	   0.2562	   0.0581	   0.0916	   0.0088	  -0.0022	   0.4164	   0.2606	   0.2812	   4.3854	   3.3138	   0.2737	
   2.5000	 -73.5000	   8.0000	   0.0543	  -1.5978	   0.1739	  -0.5545	   1.5834	   1.6777	  -0.0924	   0.2639	   0.0573	   0.0926	   0.0089	  -0.0020	   0.3793	   0.3470	   0.2876	   4.6403	   3.3513	   0.2796	
   5.0000	 -73.5000	   8.0000	   0.1087	  -1.5978	   0.1739	  -0.5232	   1.6162	   1.6988	  -0.0872	   0.2694	   0.0560	   0.0948	   0.0091	  -0.0019	   0.3604	   0.3568	   0.2993	   3.8326	   3.3673	   0.2831	
   7.5000	 -73.5000	   8.0000	   0.1630	  -1.5978	   0.1739	  -0.4772	   1.6349	   1.7031	  -0.0795	   0.2725	   0.0549	   0.0981	   0.0095	  -0.0018	   0.3418	   0.3980	   0.3004	   3.6058	   3.3105	   0.2839	
  10.0000	 -73.5000	   8.0000	   0.2174	  -1.5978	   0.1739	  -0.4118	   1.6362	   1.6872	  -0.0686	   0.2727	   0.0542	   0.1021	   0.0100	  -0.0017	   0.3018	  -0.3821	   0.2984	  20.0980	   3.2536	   0.2812	
  12.5000	 -73.5000	   8.0000	   0.2717	  -1.5978	   0.1739	  -0.3468	   1.6339	   1.6703	  -0.0578	   0.2723	   0.0541	   0.1070	   0.0108	  -0.0014	   0.2443	  -0.7268	   0.3027	  75.0840	   3.4346	   0.2784	
  15.0000	 -73.5000	   8.0000	   0.3261	  -1.5978	   0.1739	  -0.2892	   1.6309	   1.6563	  -0.0482	   0.2718	   0.0500	   0.1091	   0.0108	  -0.0010	   0.1805	  -2.5656	   0.2774	  77.8471	   3.8261	   0.2761	
  17.5000	 -73.5000	   8.0000	   0.3804	  -1.5978	   0.1739	  -0.2273	   1.6142	   1.6301	  -0.0379	   0.2690	   0.0510	   0.1099	   0.0110	  -0.0006	   0.1041	  -9.5634	   0.2828	 315.7684	   4.4529	   0.2717	
  20.0000	 -73.5000	   8.0000	   0.4348	  -1.5978	   0.1739	  -0.1820	   1.5871	   1.5975	  -0.0303	   0.2645	   0.0489	   0.1123	   0.0112	  -0.0005	   0.0914	  -8.7291	   0.2879	 307.0491	   5.4688	   0.2663	
 -20.0000	 -71.0000	   8.0000	  -0.4348	  -1.5435	   0.1739	  -0.3852	   0.9846	   1.0576	  -0.0642	   0.1641	   0.0590	   0.0945	   0.0093	  -0.0030	   0.5304	   0.2858	   0.1850	   2.5614	   2.9834	   0.1763	
 -17.5000	 -71.0000	   8.0000	  -0.3804	  -1.5435	   0.1739	  -0.4341	   1.0345	   1.1218	  -0.0723	   0.1724	   0.0611	   0.0930	   0.0093	  -0.0032	   0.5611	   0.2463	   0.2254	   2.6579	   3.0391	   0.1870	
 -15.0000	 -71.0000	   8.0000	  -0.3261	  -1.5435	   0.1739	  -0.4881	   1.1031	   1.2063	  -0.0813	   0.1839	   0.0627	   0.0929	   0.0094	  -0.0035	   0.5935	   0.1928	   0.2783	   2.7835	   3.0584	   0.2010	
 -12.5000	 -71.0000	   8.0000	  -0.2717	  -1.5435	   0.1739	  -0.5385	   1.1871	   1.3035	  -0.0898	   0.1978	   0.0631	   0.0936	   0.0096	  -0.0036	   0.6062	   0.1201	   0.3134	   3.0124	   3.0217	   0.2173	
 -10.0000	 -71.0000	   8.0000	  -0.2174	  -1.5435	   0.1739	  -0.5702	   1.2621	   1.3850	  -0.0950	   0.2104	   0.0621	   0.0937	   0.0095	  -0.0034	   0.5910	   0.0598	   0.3244	   3.1649	   2.9978	   0.2308	
  -7.5000	 -71.0000	   8.0000	  -0.1630	  -1.5435	   0.1739	  -0.5858	   1.3388	   1.4613	  -0.0976	   0.2231	   0.0603	   0.0931	   0.0092	  -0.0031	   0.5535	   0.0598	   0.3284	   3.2440	   3.0394	   0.2436	
  -5.0000	 -71.0000	   8.0000	  -0.1087	  -1.5435	   0.1739	  -0.5907	   1.4194	   1.5374	  -0.0985	   0.2366	   0.0586	   0.0923	   0.0090	  -0.0027	   0.5026	   0.1111	   0.3051	   3.4108	   3.1304	   0.2562	
  -2.5000	 -71.0000	   8.0000	  -0.0543	  -1.5435	   0.1739	  -0.5844	   1.4891	   1.5996	  -0.0974	   0.2482	   0.0576	   0.0920	   0.0088	  -0.0024	   0.4591	   0.1541	   0.2637	   3.7003	   3.2015	   0.2666	
   0.0000	 -71.0000	   8.0000	   0.0000	  -1.5435	   0.1739	  -0.5687	   1.5452	   1.6466	  -0.0948	   0.2575	   0.0568	   0.0921	   0.0088	  -0.0022	   0.4181	   0.2270	   0.2575	   4.0002	   3.2769	   0.2744	
   2.5000	 -71.0000	   8.0000	   0.0543	  -1.5435	   0.1739	  -0.5454	   1.5900	   1.6809	  -0.0909	   0.2650	   0.0565	   0.0933	   0.0089	  -0.0020	   0.3743	   0.3131	   0.2743	   4.1710	   3.3394	   0.2802	
   5.0000	 -71.0000	   8.0000	   0.1087	  -1.5435	   0.1739	  -0.5143	   1.6216	   1.7012	  -0.0857	   0.2703	   0.0557	   0.0949	   0.0091	  -0.0019	   0.3519	   0.3741	   0.2775	   4.0223	   3.3280	   0.2835	
   7.5000	 -71.0000	   8.0000	   0.1630	  -1.5435	   0.1739	  -0.4673	   1.6429	   1.7081	  -0.0779	   0.2738	   0.0539	   0.0976	   0.0093	  -0.0018	   0.3324	   0.3590	   0.2725	   3.5604	   3.2952	   0.2847	
  10.0000	 -71.0000	   8.0000	   0.2174	  -1.5435	   0.1739	  -0.4060	   1.6541	   1.7032	  -0.0677	   0.2757	   0.0531	   0.1013	   0.0098	  -0.0016	   0.2885	  -0.1401	   0.2753	  15.9527	   3.3050	   0.2839	
  12.5000	 -71.0000	   8.0000	   0.2717	  -1.5435	   0.1739	  -0.3406	   1.6543	   1.6890	  -0.0568	   0.2757	   0.0534	   0.1055	   0.0105	  -0.0012	   0.2172	  -1.2024	   0.3103	  71.0765	   3.4514	   0.2815	
  15.0000	 -71.0000	   8.0000	   0.3261	  -1.5435	   0.1739	  -0.2816	   1.6371	   1.6612	  -0.0469	   0.2729	   0.0512	   0.1086	   0.0108	  -0.0009	   0.1692	  -3.3719	   0.3612	 127.7846	   3.6162	   0.2769	
  17.5000	 -71.0000	   8.0000	   0.3804	  -1.5435	   0.1739	  -0.2216	   1.6095	   1.6247	  -0.0369	   0.2682	   0.0477	   0.1108	   0.0109	  -0.0006	   0.1215	  -4.9340	   0.3607	 191.1580	   4.1028	   0.2708	
  20.0000	 -71.0000	   8.0000	   0.4348	  -1.5435	   0.1739	  -0.1765	   1.5750	   1.5849	  -0.0294	   0.2625	   0.0453	   0.1133	   0.0112	  -0.0005	   0.0964	  -4.2399	   0.2726	 173.6718	   4.6652	   0.2642	
 -20.0000	 -68.5000	   8.0000	  -0.4348	  -1.4891	   0.1739	  -0.3716	   0.9760	   1.0447	  -0.0619	   0.1627	   0.0587	   0.0969	   0.0096	  -0.0031	   0.5396	   0.3025	   0.2099	   2.4554	   2.9662	   0.1741	
 -17.5000	 -68.5000	   8.0000	  -0.3804	  -1.4891	   0.1739	  -0.4190	   1.0280	   1.1100	  -0.0698	   0.1713	   0.0607	   0.0953	   0.0096	  -0.0033	   0.5677	   0.2675	   0.2368	   2.6075	   2.9871	   0.1850	
 -15.0000	 -68.5000	   8.0000	  -0.3261	  -1.4891	   0.1739	  -0.4727	   1.0994	   1.1968	  -0.0788	   0.1832	   0.0622	   0.0951	   0.0097	  -0.0036	   0.6037	   0.2156	   0.2863	   2.7884	   2.9918	   0.1995	
 -12.5000	 -68.5000	   8.0000	  -0.2717	  -1.4891	   0.1739	  -0.5229	   1.1896	   1.2995	  -0.0871	   0.1983	   0.0625	   0.0956	   0.0098	  -0.0037	   0.6199	   0.1228	   0.3216	   2.9655	   2.9758	   0.2166	
 -10.0000	 -68.5000	   8.0000	  -0.2174	  -1.4891	   0.1739	  -0.5546	   1.2704	   1.3862	  -0.0924	   0.2117	   0.0613	   0.0953	   0.0096	  -0.0035	   0.6012	   0.0407	   0.3267	   3.0690	   2.9803	   0.2310	
  -7.5000	 -68.5000	   8.0000	  -0.1630	  -1.4891	   0.1739	  -0.5699	   1.3416	   1.4576	  -0.0950	   0.2236	   0.0594	   0.0942	   0.0093	  -0.0031	   0.5611	   0.0502	   0.3304	   3.2180	   3.0394	   0.2429	
  -5.0000	 -68.5000	   8.0000	  -0.1087	  -1.4891	   0.1739	  -0.5758	   1.4182	   1.5306	  -0.0960	   0.2364	   0.0579	   0.0934	   0.0090	  -0.0028	   0.5091	   0.1130	   0.3130	   3.5416	   3.1245	   0.2551	
  -2.5000	 -68.5000	   8.0000	  -0.0543	  -1.4891	   0.1739	  -0.5722	   1.4940	   1.5998	  -0.0954	   0.2490	   0.0570	   0.0931	   0.0089	  -0.0024	   0.4605	   0.1497	   0.2691	   3.7624	   3.2099	   0.2666	
   0.0000	 -68.5000	   8.0000	   0.0000	  -1.4891	   0.1739	  -0.5566	   1.5501	   1.6470	  -0.0928	   0.2584	   0.0563	   0.0929	   0.0089	  -0.0022	   0.4171	   0.2045	   0.2515	   3.7569	   3.2711	   0.2745	
   2.5000	 -68.5000	   8.0000	   0.0543	  -1.4891	   0.1739	  -0.5345	   1.5937	   1.6809	  -0.0891	   0.2656	   0.0560	   0.0936	   0.0089	  -0.0020	   0.3737	   0.2738	   0.2625	   3.7938	   3.3116	   0.2802	
