Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"V [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"V/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_V/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'v'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "z=8mm_ImgMean_16x32x64_MovingAvgf3x3_SecondBlocks" I=17 J=68 F=POINT
 -20.0000	   2.0000	   8.0000	  -0.4348	   0.0435	   0.1739	  -0.2405	  -0.1471	   0.2821	  -0.0401	  -0.0245	   0.1062	   0.0615	   0.0113	  -0.0009	   0.1362	  -0.8986	   0.5115	   5.2598	   5.0904	   0.0470	
 -17.5000	   2.0000	   8.0000	  -0.3804	   0.0435	   0.1739	  -0.2505	  -0.1604	   0.2971	  -0.0417	  -0.0267	   0.1106	   0.0606	   0.0119	  -0.0009	   0.1404	  -0.8634	   0.4436	   5.4162	   5.1400	   0.0495	
 -15.0000	   2.0000	   8.0000	  -0.3261	   0.0435	   0.1739	  -0.2669	  -0.1858	   0.3251	  -0.0445	  -0.0310	   0.1154	   0.0590	   0.0126	  -0.0009	   0.1361	  -0.8361	   0.3657	   5.0620	   4.8811	   0.0542	
 -12.5000	   2.0000	   8.0000	  -0.2717	   0.0435	   0.1739	  -0.2991	  -0.2179	   0.3700	  -0.0498	  -0.0363	   0.1199	   0.0575	   0.0133	  -0.0009	   0.1256	  -0.8184	   0.3425	   4.9904	   5.4820	   0.0617	
 -10.0000	   2.0000	   8.0000	  -0.2174	   0.0435	   0.1739	  -0.3491	  -0.2529	   0.4310	  -0.0582	  -0.0422	   0.1231	   0.0563	   0.0137	  -0.0008	   0.1120	  -0.7921	   0.3047	   4.9121	   5.9744	   0.0718	
  -7.5000	   2.0000	   8.0000	  -0.1630	   0.0435	   0.1739	  -0.4180	  -0.2941	   0.5110	  -0.0697	  -0.0490	   0.1255	   0.0550	   0.0141	  -0.0007	   0.1010	  -0.7345	   0.3593	   4.6593	   5.5887	   0.0852	
  -5.0000	   2.0000	   8.0000	  -0.1087	   0.0435	   0.1739	  -0.4995	  -0.3366	   0.6023	  -0.0833	  -0.0561	   0.1277	   0.0540	   0.0144	  -0.0007	   0.1026	  -0.6508	   0.4704	   4.5001	   4.8436	   0.1004	
  -2.5000	   2.0000	   8.0000	  -0.0543	   0.0435	   0.1739	  -0.5937	  -0.3772	   0.7033	  -0.0990	  -0.0629	   0.1280	   0.0537	   0.0145	  -0.0007	   0.1014	  -0.3933	   0.5447	   3.2265	   4.8328	   0.1172	
   0.0000	   2.0000	   8.0000	   0.0000	   0.0435	   0.1739	  -0.6894	  -0.4094	   0.8017	  -0.1149	  -0.0682	   0.1260	   0.0541	   0.0141	  -0.0006	   0.0840	  -0.2691	   0.5860	   3.2762	   4.6694	   0.1336	
   2.5000	   2.0000	   8.0000	   0.0543	   0.0435	   0.1739	  -0.7903	  -0.4358	   0.9024	  -0.1317	  -0.0726	   0.1222	   0.0536	   0.0133	  -0.0004	   0.0596	  -0.1139	   0.6041	   3.4363	   4.4583	   0.1504	
   5.0000	   2.0000	   8.0000	   0.1087	   0.0435	   0.1739	  -0.8837	  -0.4527	   0.9928	  -0.1473	  -0.0754	   0.1152	   0.0531	   0.0121	  -0.0002	   0.0271	  -0.0885	   0.6757	   3.9352	   5.1987	   0.1655	
   7.5000	   2.0000	   8.0000	   0.1630	   0.0435	   0.1739	  -0.9446	  -0.4580	   1.0497	  -0.1574	  -0.0763	   0.1082	   0.0519	   0.0108	   0.0001	  -0.0254	  -0.2980	   0.6191	   5.2814	   5.3170	   0.1749	
  10.0000	   2.0000	   8.0000	   0.2174	   0.0435	   0.1739	  -0.9804	  -0.4586	   1.0823	  -0.1634	  -0.0764	   0.1025	   0.0512	   0.0098	   0.0004	  -0.0694	  -0.5800	   0.6082	   6.3265	   6.0223	   0.1804	
  12.5000	   2.0000	   8.0000	   0.2717	   0.0435	   0.1739	  -1.0091	  -0.4531	   1.1060	  -0.1682	  -0.0755	   0.0987	   0.0510	   0.0093	   0.0005	  -0.1005	  -0.8704	   0.5228	   7.2843	   5.5846	   0.1843	
  15.0000	   2.0000	   8.0000	   0.3261	   0.0435	   0.1739	  -1.0365	  -0.4372	   1.1248	  -0.1727	  -0.0729	   0.0954	   0.0504	   0.0087	   0.0006	  -0.1332	  -1.0260	   0.5414	   7.4602	   5.0388	   0.1875	
  17.5000	   2.0000	   8.0000	   0.3804	   0.0435	   0.1739	  -1.0573	  -0.4155	   1.1358	  -0.1762	  -0.0692	   0.0943	   0.0498	   0.0085	   0.0008	  -0.1699	  -1.1851	   0.6087	   7.9734	   5.2445	   0.1893	
  20.0000	   2.0000	   8.0000	   0.4348	   0.0435	   0.1739	  -1.0578	  -0.3942	   1.1278	  -0.1763	  -0.0657	   0.0947	   0.0502	   0.0086	   0.0010	  -0.2144	  -1.1635	   0.7266	   7.7553	   5.6079	   0.1880	
 -20.0000	   4.5000	   8.0000	  -0.4348	   0.0978	   0.1739	  -0.2134	  -0.1303	   0.2507	  -0.0356	  -0.0217	   0.1038	   0.0644	   0.0112	  -0.0011	   0.1667	  -0.8681	   0.4321	   4.9251	   5.3555	   0.0418	
 -17.5000	   4.5000	   8.0000	  -0.3804	   0.0978	   0.1739	  -0.2165	  -0.1414	   0.2584	  -0.0361	  -0.0236	   0.1081	   0.0639	   0.0118	  -0.0013	   0.1837	  -0.8243	   0.3436	   5.2252	   4.9406	   0.0431	
 -15.0000	   4.5000	   8.0000	  -0.3261	   0.0978	   0.1739	  -0.2312	  -0.1624	   0.2826	  -0.0385	  -0.0271	   0.1125	   0.0621	   0.0124	  -0.0013	   0.1858	  -0.7727	   0.3206	   4.5923	   5.1528	   0.0471	
 -12.5000	   4.5000	   8.0000	  -0.2717	   0.0978	   0.1739	  -0.2574	  -0.1915	   0.3208	  -0.0429	  -0.0319	   0.1175	   0.0591	   0.0130	  -0.0013	   0.1840	  -0.7788	   0.2782	   4.6030	   5.0934	   0.0535	
 -10.0000	   4.5000	   8.0000	  -0.2174	   0.0978	   0.1739	  -0.3000	  -0.2255	   0.3753	  -0.0500	  -0.0376	   0.1215	   0.0566	   0.0135	  -0.0012	   0.1780	  -0.7921	   0.2201	   4.7903	   5.3073	   0.0626	
  -7.5000	   4.5000	   8.0000	  -0.1630	   0.0978	   0.1739	  -0.3597	  -0.2650	   0.4468	  -0.0600	  -0.0442	   0.1238	   0.0550	   0.0138	  -0.0011	   0.1655	  -0.7667	   0.1900	   4.6593	   5.2354	   0.0745	
  -5.0000	   4.5000	   8.0000	  -0.1087	   0.0978	   0.1739	  -0.4354	  -0.3093	   0.5340	  -0.0726	  -0.0515	   0.1261	   0.0538	   0.0141	  -0.0011	   0.1674	  -0.7343	   0.3309	   4.8532	   4.6439	   0.0890	
  -2.5000	   4.5000	   8.0000	  -0.0543	   0.0978	   0.1739	  -0.5245	  -0.3533	   0.6324	  -0.0874	  -0.0589	   0.1266	   0.0529	   0.0141	  -0.0011	   0.1594	  -0.4331	   0.5692	   3.2960	   5.3562	   0.1054	
   0.0000	   4.5000	   8.0000	   0.0000	   0.0978	   0.1739	  -0.6237	  -0.3943	   0.7379	  -0.1039	  -0.0657	   0.1257	   0.0525	   0.0139	  -0.0011	   0.1593	  -0.3065	   0.6171	   3.3028	   5.4241	   0.1230	
   2.5000	   4.5000	   8.0000	   0.0543	   0.0978	   0.1739	  -0.7305	  -0.4260	   0.8456	  -0.1218	  -0.0710	   0.1225	   0.0516	   0.0133	  -0.0010	   0.1636	  -0.1963	   0.5323	   3.4644	   4.4827	   0.1409	
   5.0000	   4.5000	   8.0000	   0.1087	   0.0978	   0.1739	  -0.8345	  -0.4461	   0.9462	  -0.1391	  -0.0743	   0.1161	   0.0513	   0.0121	  -0.0008	   0.1411	  -0.1007	   0.5834	   3.6404	   5.0940	   0.1577	
   7.5000	   4.5000	   8.0000	   0.1630	   0.0978	   0.1739	  -0.9098	  -0.4485	   1.0143	  -0.1516	  -0.0747	   0.1090	   0.0507	   0.0108	  -0.0005	   0.0848	  -0.2325	   0.5470	   4.7524	   5.1014	   0.1691	
  10.0000	   4.5000	   8.0000	   0.2174	   0.0978	   0.1739	  -0.9486	  -0.4415	   1.0463	  -0.1581	  -0.0736	   0.1033	   0.0501	   0.0099	  -0.0001	   0.0200	  -0.5350	   0.6278	   6.0217	   6.2077	   0.1744	
  12.5000	   4.5000	   8.0000	   0.2717	   0.0978	   0.1739	  -0.9784	  -0.4287	   1.0682	  -0.1631	  -0.0714	   0.0996	   0.0497	   0.0093	   0.0002	  -0.0334	  -0.8834	   0.6117	   7.1906	   6.1612	   0.1780	
  15.0000	   4.5000	   8.0000	   0.3261	   0.0978	   0.1739	  -1.0087	  -0.4102	   1.0889	  -0.1681	  -0.0684	   0.0964	   0.0490	   0.0088	   0.0004	  -0.0755	  -1.0444	   0.5337	   7.3890	   5.3398	   0.1815	
  17.5000	   4.5000	   8.0000	   0.3804	   0.0978	   0.1739	  -1.0326	  -0.3896	   1.1036	  -0.1721	  -0.0649	   0.0952	   0.0483	   0.0085	   0.0006	  -0.1254	  -1.1661	   0.6005	   7.7051	   5.3650	   0.1839	
  20.0000	   4.5000	   8.0000	   0.4348	   0.0978	   0.1739	  -1.0400	  -0.3682	   1.1029	  -0.1733	  -0.0614	   0.0944	   0.0476	   0.0084	   0.0007	  -0.1608	  -1.1778	   0.5543	   7.4958	   5.0802	   0.1838	
 -20.0000	   7.0000	   8.0000	  -0.4348	   0.1522	   0.1739	  -0.1657	  -0.1067	   0.1976	  -0.0276	  -0.0178	   0.1002	   0.0684	   0.0110	  -0.0013	   0.1881	  -0.8434	   0.2181	   5.5877	   4.7552	   0.0329	
 -17.5000	   7.0000	   8.0000	  -0.3804	   0.1522	   0.1739	  -0.1635	  -0.1121	   0.1981	  -0.0272	  -0.0187	   0.1040	   0.0677	   0.0116	  -0.0016	   0.2249	  -0.8591	   0.3133	   5.9957	   4.8874	   0.0330	
 -15.0000	   7.0000	   8.0000	  -0.3261	   0.1522	   0.1739	  -0.1705	  -0.1287	   0.2138	  -0.0284	  -0.0215	   0.1079	   0.0653	   0.0119	  -0.0017	   0.2419	  -0.8499	   0.2605	   5.0842	   4.6463	   0.0356	
 -12.5000	   7.0000	   8.0000	  -0.2717	   0.1522	   0.1739	  -0.1878	  -0.1533	   0.2425	  -0.0313	  -0.0256	   0.1122	   0.0616	   0.0123	  -0.0018	   0.2556	  -0.7814	   0.2869	   4.5228	   4.7246	   0.0404	
 -10.0000	   7.0000	   8.0000	  -0.2174	   0.1522	   0.1739	  -0.2196	  -0.1860	   0.2877	  -0.0366	  -0.0310	   0.1167	   0.0589	   0.0128	  -0.0018	   0.2595	  -0.8419	   0.1801	   5.0799	   5.1632	   0.0480	
  -7.5000	   7.0000	   8.0000	  -0.1630	   0.1522	   0.1739	  -0.2624	  -0.2233	   0.3445	  -0.0437	  -0.0372	   0.1194	   0.0567	   0.0131	  -0.0017	   0.2500	  -0.7971	   0.1378	   4.3832	   4.8384	   0.0574	
  -5.0000	   7.0000	   8.0000	  -0.1087	   0.1522	   0.1739	  -0.3185	  -0.2631	   0.4132	  -0.0531	  -0.0439	   0.1205	   0.0541	   0.0131	  -0.0016	   0.2456	  -0.7386	   0.2253	   4.1065	   4.4466	   0.0689	
  -2.5000	   7.0000	   8.0000	  -0.0543	   0.1522	   0.1739	  -0.3899	  -0.3101	   0.4981	  -0.0650	  -0.0517	   0.1222	   0.0520	   0.0132	  -0.0015	   0.2421	  -0.6072	   0.4051	   3.8066	   4.5258	   0.0830	
   0.0000	   7.0000	   8.0000	   0.0000	   0.1522	   0.1739	  -0.4789	  -0.3599	   0.5990	  -0.0798	  -0.0600	   0.1230	   0.0509	   0.0133	  -0.0014	   0.2271	  -0.4864	   0.4037	   3.4955	   4.4576	   0.0998	
   2.5000	   7.0000	   8.0000	   0.0543	   0.1522	   0.1739	  -0.5839	  -0.4077	   0.7122	  -0.0973	  -0.0680	   0.1216	   0.0508	   0.0130	  -0.0014	   0.2261	  -0.3764	   0.4839	   3.4235	   4.7497	   0.1187	
   5.0000	   7.0000	   8.0000	   0.1087	   0.1522	   0.1739	  -0.6988	  -0.4415	   0.8266	  -0.1165	  -0.0736	   0.1168	   0.0505	   0.0121	  -0.0013	   0.2213	  -0.2473	   0.5923	   3.3924	   5.4427	   0.1378	
   7.5000	   7.0000	   8.0000	   0.1630	   0.1522	   0.1739	  -0.8008	  -0.4437	   0.9156	  -0.1335	  -0.0740	   0.1094	   0.0499	   0.0108	  -0.0011	   0.1991	  -0.2334	   0.6401	   4.0250	   5.8126	   0.1526	
  10.0000	   7.0000	   8.0000	   0.2174	   0.1522	   0.1739	  -0.8626	  -0.4182	   0.9586	  -0.1438	  -0.0697	   0.1036	   0.0494	   0.0099	  -0.0007	   0.1456	  -0.4776	   0.6744	   4.9975	   6.5492	   0.1598	
  12.5000	   7.0000	   8.0000	   0.2717	   0.1522	   0.1739	  -0.9046	  -0.3902	   0.9852	  -0.1508	  -0.0650	   0.1007	   0.0487	   0.0094	  -0.0003	   0.0697	  -0.8088	   0.7175	   6.2239	   6.9853	   0.1642	
  15.0000	   7.0000	   8.0000	   0.3261	   0.1522	   0.1739	  -0.9420	  -0.3666	   1.0109	  -0.1570	  -0.0611	   0.0978	   0.0472	   0.0088	  -0.0001	   0.0233	  -0.9075	   0.6158	   6.1207	   5.5609	   0.1685	
  17.5000	   7.0000	   8.0000	   0.3804	   0.1522	   0.1739	  -0.9715	  -0.3450	   1.0310	  -0.1619	  -0.0575	   0.0961	   0.0458	   0.0085	   0.0002	  -0.0442	  -1.0004	   0.6610	   6.2726	   5.7126	   0.1718	
  20.0000	   7.0000	   8.0000	   0.4348	   0.1522	   0.1739	  -0.9798	  -0.3257	   1.0322	  -0.1633	  -0.0543	   0.0940	   0.0452	   0.0082	   0.0003	  -0.0758	  -1.0157	   0.5883	   6.1767	   5.3926	   0.1720	
 -20.0000	   9.5000	   8.0000	  -0.4348	   0.2065	   0.1739	  -0.0986	  -0.0860	   0.1311	  -0.0164	  -0.0143	   0.0967	   0.0770	   0.0115	  -0.0014	   0.1865	  -0.3213	  -0.1986	  10.7972	  11.4655	   0.0219	
 -17.5000	   9.5000	   8.0000	  -0.3804	   0.2065	   0.1739	  -0.0921	  -0.0844	   0.1244	  -0.0154	  -0.0141	   0.0991	   0.0743	   0.0115	  -0.0018	   0.2387	  -0.5271	   0.1511	   8.7635	   7.2411	   0.0207	
 -15.0000	   9.5000	   8.0000	  -0.3261	   0.2065	   0.1739	  -0.0923	  -0.0942	   0.1310	  -0.0154	  -0.0157	   0.1018	   0.0700	   0.0114	  -0.0021	   0.2916	  -0.8930	   0.1745	   5.3440	   3.9428	   0.0218	
 -12.5000	   9.5000	   8.0000	  -0.2717	   0.2065	   0.1739	  -0.1001	  -0.1142	   0.1509	  -0.0167	  -0.0190	   0.1052	   0.0666	   0.0116	  -0.0021	   0.3061	  -0.7990	   0.1364	   4.8683	   4.4257	   0.0252	
 -10.0000	   9.5000	   8.0000	  -0.2174	   0.2065	   0.1739	  -0.1165	  -0.1458	   0.1862	  -0.0194	  -0.0243	   0.1088	   0.0634	   0.0119	  -0.0022	   0.3145	  -0.8175	   0.0692	   4.5664	   4.8884	   0.0310	
  -7.5000	   9.5000	   8.0000	  -0.1630	   0.2065	   0.1739	  -0.1406	  -0.1846	   0.2318	  -0.0234	  -0.0308	   0.1115	   0.0603	   0.0121	  -0.0020	   0.3035	  -0.8176	   0.0160	   4.3516	   4.9760	   0.0386	
  -5.0000	   9.5000	   8.0000	  -0.1087	   0.2065	   0.1739	  -0.1779	  -0.2221	   0.2843	  -0.0296	  -0.0370	   0.1138	   0.0568	   0.0121	  -0.0020	   0.3026	  -0.8204	   0.1191	   4.3747	   4.3393	   0.0474	
  -2.5000	   9.5000	   8.0000	  -0.0543	   0.2065	   0.1739	  -0.2301	  -0.2633	   0.3496	  -0.0383	  -0.0439	   0.1148	   0.0530	   0.0120	  -0.0019	   0.3068	  -0.7714	   0.2396	   4.1202	   4.3346	   0.0583	
   0.0000	   9.5000	   8.0000	   0.0000	   0.2065	   0.1739	  -0.2936	  -0.3186	   0.4333	  -0.0489	  -0.0531	   0.1159	   0.0499	   0.0119	  -0.0016	   0.2841	  -0.6889	   0.2917	   3.9278	   4.4800	   0.0722	
   2.5000	   9.5000	   8.0000	   0.0543	   0.2065	   0.1739	  -0.3796	  -0.3849	   0.5407	  -0.0633	  -0.0641	   0.1159	   0.0496	   0.0119	  -0.0015	   0.2527	  -0.5860	   0.3658	   3.6298	   4.7986	   0.0901	
   5.0000	   9.5000	   8.0000	   0.1087	   0.2065	   0.1739	  -0.4934	  -0.4428	   0.6632	  -0.0822	  -0.0738	   0.1130	   0.0497	   0.0114	  -0.0014	   0.2467	  -0.4812	   0.4945	   3.4955	   5.1764	   0.1105	
   7.5000	   9.5000	   8.0000	   0.1630	   0.2065	   0.1739	  -0.6180	  -0.4530	   0.7667	  -0.1030	  -0.0755	   0.1067	   0.0498	   0.0104	  -0.0015	   0.2896	  -0.3975	   0.6447	   3.6757	   5.7428	   0.1278	
  10.0000	   9.5000	   8.0000	   0.2174	   0.2065	   0.1739	  -0.7118	  -0.3999	   0.8166	  -0.1186	  -0.0666	   0.1018	   0.0498	   0.0096	  -0.0015	   0.2981	  -0.4981	   0.6905	   4.2383	   6.3835	   0.1361	
  12.5000	   9.5000	   8.0000	   0.2717	   0.2065	   0.1739	  -0.7779	  -0.3511	   0.8534	  -0.1297	  -0.0585	   0.0999	   0.0486	   0.0093	  -0.0011	   0.2302	  -0.6316	   0.6385	   4.6055	   5.9066	   0.1422	
  15.0000	   9.5000	   8.0000	   0.3261	   0.2065	   0.1739	  -0.8336	  -0.3289	   0.8961	  -0.1389	  -0.0548	   0.0980	   0.0466	   0.0088	  -0.0007	   0.1622	  -0.7316	   0.6293	   4.9677	   4.9814	   0.1493	
  17.5000	   9.5000	   8.0000	   0.3804	   0.2065	   0.1739	  -0.8732	  -0.3062	   0.9253	  -0.1455	  -0.0510	   0.0965	   0.0447	   0.0085	  -0.0005	   0.1101	  -0.8335	   0.6577	   5.4406	   5.2380	   0.1542	
  20.0000	   9.5000	   8.0000	   0.4348	   0.2065	   0.1739	  -0.8889	  -0.2857	   0.9333	  -0.1481	  -0.0476	   0.0949	   0.0439	   0.0082	  -0.0002	   0.0573	  -0.8442	   0.8032	   5.1966	   6.9077	   0.1556	
 -20.0000	  12.0000	   8.0000	  -0.4348	   0.2609	   0.1739	  -0.0303	  -0.0725	   0.0786	  -0.0051	  -0.0121	   0.0890	   0.0834	   0.0112	  -0.0019	   0.2592	  -0.4185	   0.1912	  10.4608	   8.3601	   0.0131	
 -17.5000	  12.0000	   8.0000	  -0.3804	   0.2609	   0.1739	  -0.0157	  -0.0600	   0.0633	  -0.0026	  -0.0100	   0.0906	   0.0793	   0.0109	  -0.0020	   0.2815	  -0.4870	   0.0648	   7.9613	   6.1834	   0.0106	
 -15.0000	  12.0000	   8.0000	  -0.3261	   0.2609	   0.1739	  -0.0081	  -0.0626	   0.0659	  -0.0014	  -0.0104	   0.0927	   0.0740	   0.0105	  -0.0021	   0.3133	  -0.7052	  -0.0015	   4.3929	   3.7020	   0.0110	
 -12.5000	  12.0000	   8.0000	  -0.2717	   0.2609	   0.1739	  -0.0058	  -0.0817	   0.0846	  -0.0010	  -0.0136	   0.0968	   0.0710	   0.0108	  -0.0022	   0.3262	  -0.7458	  -0.0062	   4.8646	   4.2846	   0.0141	
 -10.0000	  12.0000	   8.0000	  -0.2174	   0.2609	   0.1739	  -0.0052	  -0.1115	   0.1131	  -0.0009	  -0.0186	   0.1003	   0.0681	   0.0110	  -0.0022	   0.3273	  -0.8028	  -0.0072	   4.6969	   4.5115	   0.0189	
  -7.5000	  12.0000	   8.0000	  -0.1630	   0.2609	   0.1739	  -0.0131	  -0.1463	   0.1481	  -0.0022	  -0.0244	   0.1029	   0.0650	   0.0111	  -0.0021	   0.3182	  -0.8513	  -0.1013	   4.9266	   4.8850	   0.0247	
  -5.0000	  12.0000	   8.0000	  -0.1087	   0.2609	   0.1739	  -0.0334	  -0.1851	   0.1889	  -0.0056	  -0.0308	   0.1043	   0.0610	   0.0110	  -0.0021	   0.3272	  -0.8357	  -0.0302	   4.6469	   4.1453	   0.0315	
  -2.5000	  12.0000	   8.0000	  -0.0543	   0.2609	   0.1739	  -0.0650	  -0.2306	   0.2401	  -0.0108	  -0.0384	   0.1057	   0.0564	   0.0108	  -0.0019	   0.3214	  -0.8592	   0.0883	   4.6466	   4.1131	   0.0400	
   0.0000	  12.0000	   8.0000	   0.0000	   0.2609	   0.1739	  -0.1043	  -0.2838	   0.3026	  -0.0174	  -0.0473	   0.1063	   0.0519	   0.0105	  -0.0016	   0.2949	  -0.8464	   0.1086	   4.6334	   4.3742	   0.0504	
   2.5000	  12.0000	   8.0000	   0.0543	   0.2609	   0.1739	  -0.1602	  -0.3430	   0.3789	  -0.0267	  -0.0572	   0.1063	   0.0494	   0.0103	  -0.0013	   0.2550	  -0.8268	   0.2382	   4.5243	   4.7223	   0.0631	
   5.0000	  12.0000	   8.0000	   0.1087	   0.2609	   0.1739	  -0.2479	  -0.4001	   0.4709	  -0.0413	  -0.0667	   0.1052	   0.0482	   0.0100	  -0.0013	   0.2506	  -0.7366	   0.5462	   4.1267	   5.1252	   0.0785	
   7.5000	  12.0000	   8.0000	   0.1630	   0.2609	   0.1739	  -0.3760	  -0.4068	   0.5544	  -0.0627	  -0.0678	   0.1026	   0.0489	   0.0097	  -0.0018	   0.3527	  -0.5932	   0.6901	   3.8469	   5.5665	   0.0924	
  10.0000	  12.0000	   8.0000	   0.2174	   0.2609	   0.1739	  -0.4980	  -0.3506	   0.6093	  -0.0830	  -0.0584	   0.1003	   0.0502	   0.0094	  -0.0021	   0.4111	  -0.5695	   0.5905	   4.0432	   5.7972	   0.1016	
  12.5000	  12.0000	   8.0000	   0.2717	   0.2609	   0.1739	  -0.5971	  -0.3113	   0.6733	  -0.0995	  -0.0519	   0.0983	   0.0493	   0.0091	  -0.0017	   0.3591	  -0.6003	   0.5710	   4.1655	   5.7606	   0.1122	
  15.0000	  12.0000	   8.0000	   0.3261	   0.2609	   0.1739	  -0.6735	  -0.3005	   0.7375	  -0.1123	  -0.0501	   0.0964	   0.0473	   0.0086	  -0.0014	   0.2979	  -0.6828	   0.6470	   4.4837	   5.0638	   0.1229	
  17.5000	  12.0000	   8.0000	   0.3804	   0.2609	   0.1739	  -0.7275	  -0.2834	   0.7808	  -0.1212	  -0.0472	   0.0945	   0.0452	   0.0082	  -0.0010	   0.2411	  -0.7530	   0.7674	   4.8365	   5.4563	   0.1301	
  20.0000	  12.0000	   8.0000	   0.4348	   0.2609	   0.1739	  -0.7516	  -0.2598	   0.7949	  -0.1253	  -0.0433	   0.0932	   0.0435	   0.0079	  -0.0008	   0.1926	  -0.7988	   0.9423	   4.8670	   7.7188	   0.1325	
 -20.0000	  14.5000	   8.0000	  -0.4348	   0.3152	   0.1739	   0.0337	  -0.0523	   0.0627	   0.0056	  -0.0087	   0.0807	   0.0898	   0.0109	  -0.0022	   0.3034	  -0.6191	   0.1617	  10.8127	   8.5399	   0.0104	
 -17.5000	  14.5000	   8.0000	  -0.3804	   0.3152	   0.1739	   0.0560	  -0.0367	   0.0660	   0.0093	  -0.0061	   0.0822	   0.0840	   0.0104	  -0.0021	   0.3011	  -0.5063	   0.0051	   5.2384	   5.1426	   0.0110	
 -15.0000	  14.5000	   8.0000	  -0.3261	   0.3152	   0.1739	   0.0740	  -0.0354	   0.0799	   0.0123	  -0.0059	   0.0844	   0.0772	   0.0098	  -0.0020	   0.3052	  -0.6325	  -0.0056	   4.5542	   3.9259	   0.0133	
 -12.5000	  14.5000	   8.0000	  -0.2717	   0.3152	   0.1739	   0.0865	  -0.0549	   0.1011	   0.0144	  -0.0091	   0.0884	   0.0747	   0.0101	  -0.0021	   0.3191	  -0.6119	  -0.0231	   4.8040	   4.3785	   0.0169	
 -10.0000	  14.5000	   8.0000	  -0.2174	   0.3152	   0.1739	   0.0963	  -0.0849	   0.1275	   0.0161	  -0.0141	   0.0926	   0.0721	   0.0103	  -0.0021	   0.3183	  -0.7016	  -0.0481	   4.9649	   4.2812	   0.0212	
  -7.5000	  14.5000	   8.0000	  -0.1630	   0.3152	   0.1739	   0.1004	  -0.1153	   0.1522	   0.0167	  -0.0192	   0.0946	   0.0684	   0.0102	  -0.0020	   0.3127	  -0.7590	  -0.1414	   5.0818	   4.4978	   0.0254	
  -5.0000	  14.5000	   8.0000	  -0.1087	   0.3152	   0.1739	   0.0950	  -0.1531	   0.1799	   0.0158	  -0.0255	   0.0954	   0.0640	   0.0099	  -0.0019	   0.3129	  -0.8144	  -0.1364	   5.2917	   4.1154	   0.0300	
  -2.5000	  14.5000	   8.0000	  -0.0543	   0.3152	   0.1739	   0.0780	  -0.1986	   0.2135	   0.0130	  -0.0331	   0.0964	   0.0598	   0.0096	  -0.0018	   0.3095	  -0.8644	  -0.1157	   5.4098	   4.1086	   0.0356	
   0.0000	  14.5000	   8.0000	   0.0000	   0.3152	   0.1739	   0.0506	  -0.2456	   0.2508	   0.0084	  -0.0409	   0.0968	   0.0549	   0.0093	  -0.0016	   0.2932	  -0.8898	  -0.0899	   5.3438	   4.4771	   0.0418	
   2.5000	  14.5000	   8.0000	   0.0543	   0.3152	   0.1739	   0.0114	  -0.2892	   0.2888	   0.0019	  -0.0482	   0.0976	   0.0514	   0.0091	  -0.0014	   0.2723	  -0.8809	   0.0694	   5.1074	   4.5608	   0.0481	
   5.0000	  14.5000	   8.0000	   0.1087	   0.3152	   0.1739	  -0.0598	  -0.3184	   0.3229	  -0.0100	  -0.0531	   0.0984	   0.0491	   0.0091	  -0.0014	   0.2951	  -0.7663	   0.3830	   4.4787	   4.7482	   0.0538	
   7.5000	  14.5000	   8.0000	   0.1630	   0.3152	   0.1739	  -0.1712	  -0.3069	   0.3505	  -0.0285	  -0.0511	   0.0976	   0.0491	   0.0090	  -0.0019	   0.4039	  -0.5363	   0.4241	   3.7543	   4.8822	   0.0584	
  10.0000	  14.5000	   8.0000	   0.2174	   0.3152	   0.1739	  -0.2817	  -0.2799	   0.3957	  -0.0469	  -0.0466	   0.0952	   0.0513	   0.0088	  -0.0022	   0.4459	  -0.4065	   0.3647	   3.7258	   4.9014	   0.0660	
  12.5000	  14.5000	   8.0000	   0.2717	   0.3152	   0.1739	  -0.3749	  -0.2824	   0.4687	  -0.0625	  -0.0471	   0.0909	   0.0504	   0.0081	  -0.0019	   0.4048	  -0.4393	   0.4909	   3.9731	   5.3778	   0.0781	
  15.0000	  14.5000	   8.0000	   0.3261	   0.3152	   0.1739	  -0.4474	  -0.2917	   0.5338	  -0.0746	  -0.0486	   0.0861	   0.0484	   0.0073	  -0.0015	   0.3681	  -0.5607	   0.6864	   4.2140	   5.9193	   0.0890	
  17.5000	  14.5000	   8.0000	   0.3804	   0.3152	   0.1739	  -0.5009	  -0.2818	   0.5740	  -0.0835	  -0.0470	   0.0829	   0.0465	   0.0068	  -0.0013	   0.3380	  -0.7028	   0.8354	   4.4186	   5.9328	   0.0957	
  20.0000	  14.5000	   8.0000	   0.4348	   0.3152	   0.1739	  -0.5277	  -0.2573	   0.5864	  -0.0880	  -0.0429	   0.0812	   0.0442	   0.0064	  -0.0011	   0.3007	  -0.7959	   0.9295	   4.6496	   6.2911	   0.0977	
