Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"V [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"V/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_V/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'v'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "z=8mm_ImgMean_16x32x64_MovingAvgf3x3" I=17 J=65 F=POINT
  15.0000	-121.0000	   8.0000	   0.3261	  -2.6304	   0.1739	   0.3718	  -0.7018	   0.7941	   0.0620	  -0.1170	   0.0445	   0.0805	   0.0063	  -0.0004	   0.1255	   0.7322	   1.1292	   5.6570	   6.6829	   0.1324	
  17.5000	-121.0000	   8.0000	   0.3804	  -2.6304	   0.1739	   0.3014	  -0.6566	   0.7226	   0.0502	  -0.1094	   0.0408	   0.0778	   0.0058	  -0.0006	   0.1928	   0.6884	   1.1829	   4.8982	   6.2109	   0.1204	
  20.0000	-121.0000	   8.0000	   0.4348	  -2.6304	   0.1739	   0.2562	  -0.6594	   0.7074	   0.0427	  -0.1099	   0.0387	   0.0774	   0.0056	  -0.0006	   0.1927	   0.6545	   1.2591	   4.2895	   6.7420	   0.1179	
 -20.0000	-118.5000	   8.0000	  -0.4348	  -2.5761	   0.1739	   0.0652	  -0.8000	   0.8025	   0.0109	  -0.1333	   0.0277	   0.0983	   0.0078	   0.0005	  -0.1919	   0.6339	   0.7051	   4.5699	   6.8754	   0.1337	
 -17.5000	-118.5000	   8.0000	  -0.3804	  -2.5761	   0.1739	   0.1012	  -0.7917	   0.7981	   0.0169	  -0.1319	   0.0308	   0.0966	   0.0077	   0.0006	  -0.2103	   0.5253	   0.7336	   4.1713	   7.0927	   0.1330	
 -15.0000	-118.5000	   8.0000	  -0.3261	  -2.5761	   0.1739	   0.1705	  -0.7456	   0.7649	   0.0284	  -0.1243	   0.0350	   0.0941	   0.0076	   0.0008	  -0.2455	   0.5984	   0.7045	   4.4318	   6.8653	   0.1275	
 -12.5000	-118.5000	   8.0000	  -0.2717	  -2.5761	   0.1739	   0.2599	  -0.6969	   0.7438	   0.0433	  -0.1161	   0.0403	   0.0936	   0.0078	   0.0011	  -0.2832	   0.5799	   0.7126	   4.3357	   6.6055	   0.1240	
 -10.0000	-118.5000	   8.0000	  -0.2174	  -2.5761	   0.1739	   0.3403	  -0.6597	   0.7422	   0.0567	  -0.1099	   0.0446	   0.0930	   0.0080	   0.0012	  -0.2826	   0.5989	   0.7542	   4.3084	   6.0154	   0.1237	
  -7.5000	-118.5000	   8.0000	  -0.1630	  -2.5761	   0.1739	   0.4080	  -0.6461	   0.7641	   0.0680	  -0.1077	   0.0480	   0.0929	   0.0082	   0.0013	  -0.2936	   0.6983	   0.8514	   4.5734	   6.1907	   0.1274	
  -5.0000	-118.5000	   8.0000	  -0.1087	  -2.5761	   0.1739	   0.4702	  -0.6587	   0.8093	   0.0784	  -0.1098	   0.0508	   0.0930	   0.0084	   0.0014	  -0.2887	   0.7657	   0.9038	   4.7935	   6.4647	   0.1349	
  -2.5000	-118.5000	   8.0000	  -0.0543	  -2.5761	   0.1739	   0.5147	  -0.6789	   0.8519	   0.0858	  -0.1131	   0.0523	   0.0926	   0.0085	   0.0012	  -0.2565	   0.8493	   0.9227	   5.3170	   6.7195	   0.1420	
   0.0000	-118.5000	   8.0000	   0.0000	  -2.5761	   0.1739	   0.5404	  -0.7041	   0.8875	   0.0901	  -0.1173	   0.0529	   0.0923	   0.0085	   0.0010	  -0.2039	   0.9963	   0.9074	   6.5815	   6.7342	   0.1479	
   2.5000	-118.5000	   8.0000	   0.0543	  -2.5761	   0.1739	   0.5495	  -0.7330	   0.9161	   0.0916	  -0.1222	   0.0521	   0.0922	   0.0084	   0.0008	  -0.1570	   1.0613	   0.9699	   7.6195	   7.4190	   0.1527	
   5.0000	-118.5000	   8.0000	   0.1087	  -2.5761	   0.1739	   0.5451	  -0.7610	   0.9361	   0.0909	  -0.1268	   0.0506	   0.0917	   0.0082	   0.0006	  -0.1272	   0.9798	   0.9889	   7.4844	   7.6727	   0.1560	
   7.5000	-118.5000	   8.0000	   0.1630	  -2.5761	   0.1739	   0.5203	  -0.7720	   0.9310	   0.0867	  -0.1287	   0.0488	   0.0903	   0.0079	   0.0004	  -0.0802	   0.9410	   1.0340	   7.2880	   7.7993	   0.1552	
  10.0000	-118.5000	   8.0000	   0.2174	  -2.5761	   0.1739	   0.4737	  -0.7554	   0.8917	   0.0790	  -0.1259	   0.0471	   0.0875	   0.0074	  -0.0001	   0.0122	   0.9828	   1.1223	   7.4871	   7.8712	   0.1486	
  12.5000	-118.5000	   8.0000	   0.2717	  -2.5761	   0.1739	   0.4380	  -0.7433	   0.8628	   0.0730	  -0.1239	   0.0467	   0.0842	   0.0069	  -0.0003	   0.0720	   0.8795	   1.1325	   7.0689	   7.7471	   0.1438	
  15.0000	-118.5000	   8.0000	   0.3261	  -2.5761	   0.1739	   0.3881	  -0.7181	   0.8163	   0.0647	  -0.1197	   0.0447	   0.0803	   0.0063	  -0.0005	   0.1357	   0.7394	   1.1498	   6.1522	   7.3908	   0.1360	
  17.5000	-118.5000	   8.0000	   0.3804	  -2.5761	   0.1739	   0.3237	  -0.6820	   0.7549	   0.0539	  -0.1137	   0.0415	   0.0770	   0.0057	  -0.0006	   0.1855	   0.6771	   1.1413	   5.3124	   6.4071	   0.1258	
  20.0000	-118.5000	   8.0000	   0.4348	  -2.5761	   0.1739	   0.2726	  -0.6684	   0.7218	   0.0454	  -0.1114	   0.0394	   0.0766	   0.0056	  -0.0006	   0.2016	   0.6681	   1.2069	   4.8049	   6.7867	   0.1203	
 -20.0000	-116.0000	   8.0000	  -0.4348	  -2.5217	   0.1739	   0.0652	  -0.8007	   0.8032	   0.0109	  -0.1334	   0.0272	   0.0994	   0.0080	   0.0005	  -0.1765	   0.4520	   0.7486	   4.8216	   7.2165	   0.1339	
 -17.5000	-116.0000	   8.0000	  -0.3804	  -2.5217	   0.1739	   0.1015	  -0.7972	   0.8036	   0.0169	  -0.1329	   0.0306	   0.0971	   0.0078	   0.0006	  -0.2073	   0.4485	   0.7150	   4.5642	   7.2140	   0.1339	
 -15.0000	-116.0000	   8.0000	  -0.3261	  -2.5217	   0.1739	   0.1723	  -0.7640	   0.7832	   0.0287	  -0.1273	   0.0351	   0.0949	   0.0077	   0.0008	  -0.2396	   0.5741	   0.6776	   4.5155	   7.0574	   0.1305	
 -12.5000	-116.0000	   8.0000	  -0.2717	  -2.5217	   0.1739	   0.2621	  -0.7122	   0.7589	   0.0437	  -0.1187	   0.0403	   0.0945	   0.0079	   0.0010	  -0.2595	   0.7122	   0.6706	   5.1783	   6.4816	   0.1265	
 -10.0000	-116.0000	   8.0000	  -0.2174	  -2.5217	   0.1739	   0.3421	  -0.6746	   0.7564	   0.0570	  -0.1124	   0.0443	   0.0946	   0.0082	   0.0011	  -0.2658	   0.7642	   0.7351	   5.4097	   6.0754	   0.1261	
  -7.5000	-116.0000	   8.0000	  -0.1630	  -2.5217	   0.1739	   0.4125	  -0.6634	   0.7812	   0.0688	  -0.1106	   0.0473	   0.0945	   0.0084	   0.0012	  -0.2737	   0.7911	   0.8185	   5.2567	   6.1892	   0.1302	
  -5.0000	-116.0000	   8.0000	  -0.1087	  -2.5217	   0.1739	   0.4720	  -0.6703	   0.8197	   0.0787	  -0.1117	   0.0499	   0.0939	   0.0085	   0.0012	  -0.2611	   0.8624	   0.8790	   5.5804	   6.4300	   0.1366	
  -2.5000	-116.0000	   8.0000	  -0.0543	  -2.5217	   0.1739	   0.5190	  -0.6929	   0.8657	   0.0865	  -0.1155	   0.0513	   0.0931	   0.0085	   0.0011	  -0.2330	   0.9701	   0.8819	   6.4690	   6.6072	   0.1443	
   0.0000	-116.0000	   8.0000	   0.0000	  -2.5217	   0.1739	   0.5479	  -0.7212	   0.9058	   0.0913	  -0.1202	   0.0516	   0.0928	   0.0085	   0.0009	  -0.1875	   1.0181	   0.8724	   7.0802	   6.6453	   0.1510	
   2.5000	-116.0000	   8.0000	   0.0543	  -2.5217	   0.1739	   0.5569	  -0.7481	   0.9326	   0.0928	  -0.1247	   0.0509	   0.0923	   0.0083	   0.0007	  -0.1455	   1.0968	   0.9005	   8.3156	   7.0816	   0.1554	
   5.0000	-116.0000	   8.0000	   0.1087	  -2.5217	   0.1739	   0.5513	  -0.7732	   0.9496	   0.0919	  -0.1289	   0.0495	   0.0920	   0.0082	   0.0005	  -0.1068	   0.9835	   0.9642	   7.6813	   7.6990	   0.1583	
   7.5000	-116.0000	   8.0000	   0.1630	  -2.5217	   0.1739	   0.5257	  -0.7792	   0.9400	   0.0876	  -0.1299	   0.0482	   0.0910	   0.0080	   0.0002	  -0.0490	   0.9485	   1.0692	   7.4054	   8.2483	   0.1567	
  10.0000	-116.0000	   8.0000	   0.2174	  -2.5217	   0.1739	   0.4887	  -0.7681	   0.9104	   0.0815	  -0.1280	   0.0470	   0.0884	   0.0075	  -0.0001	   0.0293	   0.9589	   1.1376	   7.8931	   8.2047	   0.1517	
  12.5000	-116.0000	   8.0000	   0.2717	  -2.5217	   0.1739	   0.4513	  -0.7535	   0.8783	   0.0752	  -0.1256	   0.0466	   0.0847	   0.0070	  -0.0003	   0.0847	   0.9147	   1.1594	   8.1977	   8.3358	   0.1464	
  15.0000	-116.0000	   8.0000	   0.3261	  -2.5217	   0.1739	   0.3935	  -0.7153	   0.8164	   0.0656	  -0.1192	   0.0447	   0.0806	   0.0064	  -0.0006	   0.1602	   0.8740	   1.2014	   7.6204	   8.0758	   0.1361	
  17.5000	-116.0000	   8.0000	   0.3804	  -2.5217	   0.1739	   0.3319	  -0.6809	   0.7575	   0.0553	  -0.1135	   0.0420	   0.0770	   0.0058	  -0.0007	   0.2062	   0.7837	   1.1668	   6.4696	   6.8611	   0.1262	
  20.0000	-116.0000	   8.0000	   0.4348	  -2.5217	   0.1739	   0.2826	  -0.6692	   0.7265	   0.0471	  -0.1115	   0.0397	   0.0759	   0.0055	  -0.0006	   0.2087	   0.6585	   1.2073	   4.9637	   7.1865	   0.1211	
 -20.0000	-113.5000	   8.0000	  -0.4348	  -2.4674	   0.1739	   0.0658	  -0.8037	   0.8063	   0.0110	  -0.1340	   0.0275	   0.1002	   0.0081	   0.0004	  -0.1508	   0.4580	   0.7042	   5.1144	   7.0731	   0.1344	
 -17.5000	-113.5000	   8.0000	  -0.3804	  -2.4674	   0.1739	   0.1019	  -0.8090	   0.8154	   0.0170	  -0.1348	   0.0312	   0.0980	   0.0079	   0.0006	  -0.1943	   0.5089	   0.6383	   4.9414	   7.1413	   0.1359	
 -15.0000	-113.5000	   8.0000	  -0.3261	  -2.4674	   0.1739	   0.1713	  -0.7779	   0.7965	   0.0285	  -0.1297	   0.0351	   0.0960	   0.0078	   0.0008	  -0.2272	   0.5525	   0.6355	   4.5294	   7.2819	   0.1328	
 -12.5000	-113.5000	   8.0000	  -0.2717	  -2.4674	   0.1739	   0.2594	  -0.7254	   0.7704	   0.0432	  -0.1209	   0.0395	   0.0958	   0.0081	   0.0009	  -0.2445	   0.7009	   0.6597	   4.9681	   6.6085	   0.1284	
 -10.0000	-113.5000	   8.0000	  -0.2174	  -2.4674	   0.1739	   0.3410	  -0.6839	   0.7642	   0.0568	  -0.1140	   0.0437	   0.0962	   0.0084	   0.0010	  -0.2424	   0.8256	   0.7465	   5.7132	   6.1290	   0.1274	
  -7.5000	-113.5000	   8.0000	  -0.1630	  -2.4674	   0.1739	   0.4124	  -0.6731	   0.7894	   0.0687	  -0.1122	   0.0469	   0.0956	   0.0085	   0.0011	  -0.2403	   0.9503	   0.8191	   6.5122	   6.3175	   0.1316	
  -5.0000	-113.5000	   8.0000	  -0.1087	  -2.4674	   0.1739	   0.4685	  -0.6779	   0.8240	   0.0781	  -0.1130	   0.0490	   0.0943	   0.0085	   0.0010	  -0.2235	   1.0516	   0.8813	   7.1188	   6.5876	   0.1373	
  -2.5000	-113.5000	   8.0000	  -0.0543	  -2.4674	   0.1739	   0.5210	  -0.7059	   0.8773	   0.0868	  -0.1176	   0.0505	   0.0933	   0.0084	   0.0009	  -0.1984	   1.1529	   0.8481	   8.0901	   6.4988	   0.1462	
   0.0000	-113.5000	   8.0000	   0.0000	  -2.4674	   0.1739	   0.5549	  -0.7393	   0.9244	   0.0925	  -0.1232	   0.0510	   0.0929	   0.0084	   0.0008	  -0.1649	   1.1369	   0.8372	   8.2028	   6.5627	   0.1541	
   2.5000	-113.5000	   8.0000	   0.0543	  -2.4674	   0.1739	   0.5617	  -0.7590	   0.9443	   0.0936	  -0.1265	   0.0503	   0.0921	   0.0083	   0.0006	  -0.1216	   1.1941	   0.8749	   9.4112	   6.8468	   0.1574	
   5.0000	-113.5000	   8.0000	   0.1087	  -2.4674	   0.1739	   0.5555	  -0.7791	   0.9569	   0.0926	  -0.1299	   0.0493	   0.0917	   0.0081	   0.0004	  -0.0799	   1.1328	   0.9099	   9.3485	   7.0855	   0.1595	
   7.5000	-113.5000	   8.0000	   0.1630	  -2.4674	   0.1739	   0.5353	  -0.7873	   0.9520	   0.0892	  -0.1312	   0.0478	   0.0910	   0.0079	   0.0001	  -0.0204	   0.9053	   1.0752	   7.0160	   8.2833	   0.1587	
  10.0000	-113.5000	   8.0000	   0.2174	  -2.4674	   0.1739	   0.5032	  -0.7762	   0.9251	   0.0839	  -0.1294	   0.0467	   0.0886	   0.0075	  -0.0002	   0.0458	   0.9159	   1.1393	   7.6108	   8.4831	   0.1542	
  12.5000	-113.5000	   8.0000	   0.2717	  -2.4674	   0.1739	   0.4617	  -0.7537	   0.8839	   0.0769	  -0.1256	   0.0463	   0.0851	   0.0070	  -0.0004	   0.1086	   0.8827	   1.1819	   7.8257	   8.6562	   0.1473	
  15.0000	-113.5000	   8.0000	   0.3261	  -2.4674	   0.1739	   0.3944	  -0.6966	   0.8005	   0.0657	  -0.1161	   0.0442	   0.0807	   0.0063	  -0.0007	   0.1960	   0.8878	   1.2681	   7.5003	   8.3033	   0.1334	
  17.5000	-113.5000	   8.0000	   0.3804	  -2.4674	   0.1739	   0.3318	  -0.6568	   0.7359	   0.0553	  -0.1095	   0.0418	   0.0772	   0.0058	  -0.0008	   0.2425	   0.8214	   1.2682	   6.4375	   7.4934	   0.1226	
  20.0000	-113.5000	   8.0000	   0.4348	  -2.4674	   0.1739	   0.2865	  -0.6474	   0.7080	   0.0477	  -0.1079	   0.0399	   0.0760	   0.0055	  -0.0007	   0.2383	   0.7174	   1.2157	   5.2121	   7.0363	   0.1180	
 -20.0000	-111.0000	   8.0000	  -0.4348	  -2.4130	   0.1739	   0.0645	  -0.8059	   0.8083	   0.0108	  -0.1343	   0.0272	   0.1004	   0.0081	   0.0003	  -0.1290	   0.4707	   0.6209	   4.9501	   6.6728	   0.1347	
 -17.5000	-111.0000	   8.0000	  -0.3804	  -2.4130	   0.1739	   0.1006	  -0.8144	   0.8206	   0.0168	  -0.1357	   0.0307	   0.0988	   0.0080	   0.0005	  -0.1762	   0.4986	   0.5773	   4.6114	   7.0455	   0.1368	
 -15.0000	-111.0000	   8.0000	  -0.3261	  -2.4130	   0.1739	   0.1676	  -0.7803	   0.7981	   0.0279	  -0.1300	   0.0345	   0.0967	   0.0079	   0.0007	  -0.2072	   0.5250	   0.5602	   4.5160	   6.8986	   0.1330	
 -12.5000	-111.0000	   8.0000	  -0.2717	  -2.4130	   0.1739	   0.2535	  -0.7270	   0.7699	   0.0423	  -0.1212	   0.0384	   0.0959	   0.0080	   0.0008	  -0.2196	   0.7169	   0.6309	   5.1059	   6.3981	   0.1283	
 -10.0000	-111.0000	   8.0000	  -0.2174	  -2.4130	   0.1739	   0.3318	  -0.6850	   0.7611	   0.0553	  -0.1142	   0.0419	   0.0957	   0.0082	   0.0008	  -0.2103	   0.9203	   0.8001	   6.2967	   6.5010	   0.1269	
  -7.5000	-111.0000	   8.0000	  -0.1630	  -2.4130	   0.1739	   0.4060	  -0.6777	   0.7900	   0.0677	  -0.1129	   0.0457	   0.0956	   0.0084	   0.0009	  -0.2072	   1.0823	   0.8537	   7.5555	   6.4222	   0.1317	
  -5.0000	-111.0000	   8.0000	  -0.1087	  -2.4130	   0.1739	   0.4682	  -0.6913	   0.8350	   0.0780	  -0.1152	   0.0484	   0.0952	   0.0085	   0.0009	  -0.1890	   1.1457	   0.9507	   7.9600	   7.5263	   0.1392	
  -2.5000	-111.0000	   8.0000	  -0.0543	  -2.4130	   0.1739	   0.5242	  -0.7215	   0.8918	   0.0874	  -0.1202	   0.0507	   0.0944	   0.0086	   0.0008	  -0.1649	   1.4009	   0.9789	  10.8322	   8.4116	   0.1486	
   0.0000	-111.0000	   8.0000	   0.0000	  -2.4130	   0.1739	   0.5589	  -0.7527	   0.9375	   0.0931	  -0.1254	   0.0516	   0.0934	   0.0085	   0.0006	  -0.1318	   1.4907	   0.9013	  12.1180	   7.3879	   0.1562	
   2.5000	-111.0000	   8.0000	   0.0543	  -2.4130	   0.1739	   0.5668	  -0.7711	   0.9570	   0.0945	  -0.1285	   0.0508	   0.0921	   0.0083	   0.0004	  -0.0936	   1.4788	   0.8785	  12.1096	   6.8103	   0.1595	
   5.0000	-111.0000	   8.0000	   0.1087	  -2.4130	   0.1739	   0.5637	  -0.7869	   0.9680	   0.0940	  -0.1312	   0.0496	   0.0918	   0.0082	   0.0002	  -0.0394	   1.3477	   0.9962	  11.4076	   7.7756	   0.1613	
   7.5000	-111.0000	   8.0000	   0.1630	  -2.4130	   0.1739	   0.5493	  -0.7983	   0.9690	   0.0915	  -0.1331	   0.0482	   0.0913	   0.0080	  -0.0000	   0.0100	   0.9913	   1.0436	   7.8633	   8.1204	   0.1615	
  10.0000	-111.0000	   8.0000	   0.2174	  -2.4130	   0.1739	   0.5185	  -0.7901	   0.9450	   0.0864	  -0.1317	   0.0472	   0.0889	   0.0076	  -0.0003	   0.0630	   0.9252	   1.0767	   7.6096	   8.3470	   0.1575	
  12.5000	-111.0000	   8.0000	   0.2717	  -2.4130	   0.1739	   0.4662	  -0.7494	   0.8826	   0.0777	  -0.1249	   0.0460	   0.0851	   0.0070	  -0.0005	   0.1382	   0.9953	   1.1565	   8.5604	   8.4948	   0.1471	
  15.0000	-111.0000	   8.0000	   0.3261	  -2.4130	   0.1739	   0.4020	  -0.6935	   0.8016	   0.0670	  -0.1156	   0.0445	   0.0807	   0.0064	  -0.0008	   0.2188	   0.9018	   1.2672	   7.2179	   8.3871	   0.1336	
  17.5000	-111.0000	   8.0000	   0.3804	  -2.4130	   0.1739	   0.3394	  -0.6502	   0.7334	   0.0566	  -0.1084	   0.0424	   0.0768	   0.0058	  -0.0009	   0.2673	   0.8522	   1.3227	   6.4929	   7.9505	   0.1222	
  20.0000	-111.0000	   8.0000	   0.4348	  -2.4130	   0.1739	   0.2885	  -0.6267	   0.6899	   0.0481	  -0.1044	   0.0398	   0.0761	   0.0055	  -0.0008	   0.2760	   0.7509	   1.3131	   5.4998	   7.5147	   0.1150	
 -20.0000	-108.5000	   8.0000	  -0.4348	  -2.3587	   0.1739	   0.0649	  -0.8050	   0.8075	   0.0108	  -0.1342	   0.0266	   0.1004	   0.0081	   0.0003	  -0.1156	   0.5402	   0.6019	   4.7996	   6.7530	   0.1346	
 -17.5000	-108.5000	   8.0000	  -0.3804	  -2.3587	   0.1739	   0.0999	  -0.8088	   0.8149	   0.0166	  -0.1348	   0.0297	   0.0988	   0.0080	   0.0005	  -0.1549	   0.4800	   0.5168	   4.4280	   6.7188	   0.1358	
 -15.0000	-108.5000	   8.0000	  -0.3261	  -2.3587	   0.1739	   0.1645	  -0.7773	   0.7946	   0.0274	  -0.1296	   0.0334	   0.0968	   0.0079	   0.0006	  -0.1827	   0.5018	   0.4950	   4.2642	   6.5978	   0.1324	
 -12.5000	-108.5000	   8.0000	  -0.2717	  -2.3587	   0.1739	   0.2428	  -0.7220	   0.7617	   0.0405	  -0.1203	   0.0372	   0.0962	   0.0080	   0.0007	  -0.1938	   0.7258	   0.6324	   5.0133	   6.4601	   0.1270	
 -10.0000	-108.5000	   8.0000	  -0.2174	  -2.3587	   0.1739	   0.3228	  -0.6868	   0.7589	   0.0538	  -0.1145	   0.0408	   0.0957	   0.0081	   0.0007	  -0.1913	   0.9646	   0.7882	   6.5491	   6.3905	   0.1265	
  -7.5000	-108.5000	   8.0000	  -0.1630	  -2.3587	   0.1739	   0.3970	  -0.6863	   0.7928	   0.0662	  -0.1144	   0.0448	   0.0963	   0.0085	   0.0007	  -0.1644	   1.0738	   1.0001	   7.1323	   7.8521	   0.1321	
  -5.0000	-108.5000	   8.0000	  -0.1087	  -2.3587	   0.1739	   0.4593	  -0.6967	   0.8345	   0.0766	  -0.1161	   0.0478	   0.0967	   0.0087	   0.0006	  -0.1193	   1.2985	   1.3767	   9.1634	  13.8040	   0.1391	
  -2.5000	-108.5000	   8.0000	  -0.0543	  -2.3587	   0.1739	   0.5219	  -0.7313	   0.8984	   0.0870	  -0.1219	   0.0506	   0.0959	   0.0088	   0.0005	  -0.1068	   1.5126	   1.4802	  12.2828	  17.4909	   0.1497	
   0.0000	-108.5000	   8.0000	   0.0000	  -2.3587	   0.1739	   0.5631	  -0.7643	   0.9493	   0.0939	  -0.1274	   0.0519	   0.0942	   0.0087	   0.0005	  -0.0929	   1.5753	   1.1629	  13.2168	  11.7604	   0.1582	
   2.5000	-108.5000	   8.0000	   0.0543	  -2.3587	   0.1739	   0.5760	  -0.7846	   0.9733	   0.0960	  -0.1308	   0.0514	   0.0925	   0.0084	   0.0003	  -0.0671	   1.6394	   0.8916	  14.3446	   7.4278	   0.1622	
   5.0000	-108.5000	   8.0000	   0.1087	  -2.3587	   0.1739	   0.5706	  -0.7952	   0.9787	   0.0951	  -0.1325	   0.0498	   0.0916	   0.0082	   0.0001	  -0.0122	   1.4578	   0.9451	  12.9662	   7.6446	   0.1631	
   7.5000	-108.5000	   8.0000	   0.1630	  -2.3587	   0.1739	   0.5526	  -0.7963	   0.9692	   0.0921	  -0.1327	   0.0487	   0.0909	   0.0080	  -0.0002	   0.0539	   1.4006	   1.0549	  12.9689	   8.1791	   0.1615	
  10.0000	-108.5000	   8.0000	   0.2174	  -2.3587	   0.1739	   0.5217	  -0.7843	   0.9420	   0.0870	  -0.1307	   0.0474	   0.0885	   0.0076	  -0.0004	   0.1049	   1.0011	   1.0752	   8.3165	   8.2645	   0.1570	
  12.5000	-108.5000	   8.0000	   0.2717	  -2.3587	   0.1739	   0.4754	  -0.7512	   0.8890	   0.0792	  -0.1252	   0.0462	   0.0848	   0.0070	  -0.0006	   0.1635	   1.0023	   1.1559	   8.6385	   8.6430	   0.1482	
  15.0000	-108.5000	   8.0000	   0.3261	  -2.3587	   0.1739	   0.4149	  -0.7041	   0.8173	   0.0691	  -0.1174	   0.0451	   0.0801	   0.0063	  -0.0008	   0.2281	   0.9414	   1.1792	   7.6329	   8.1058	   0.1362	
  17.5000	-108.5000	   8.0000	   0.3804	  -2.3587	   0.1739	   0.3478	  -0.6521	   0.7391	   0.0580	  -0.1087	   0.0430	   0.0763	   0.0057	  -0.0009	   0.2866	   0.8658	   1.3043	   6.7283	   8.1827	   0.1232	
  20.0000	-108.5000	   8.0000	   0.4348	  -2.3587	   0.1739	   0.2910	  -0.6153	   0.6806	   0.0485	  -0.1026	   0.0402	   0.0759	   0.0055	  -0.0010	   0.3117	   0.8298	   1.4214	   5.8747	   8.6557	   0.1134	
 -20.0000	-106.0000	   8.0000	  -0.4348	  -2.3043	   0.1739	   0.0650	  -0.8016	   0.8041	   0.0108	  -0.1336	   0.0257	   0.0999	   0.0080	   0.0003	  -0.0982	   0.5505	   0.6181	   4.8105	   6.8646	   0.1340	
 -17.5000	-106.0000	   8.0000	  -0.3804	  -2.3043	   0.1739	   0.1000	  -0.8018	   0.8080	   0.0167	  -0.1336	   0.0284	   0.0983	   0.0079	   0.0004	  -0.1303	   0.4929	   0.6054	   4.3841	   7.1194	   0.1347	
 -15.0000	-106.0000	   8.0000	  -0.3261	  -2.3043	   0.1739	   0.1646	  -0.7787	   0.7960	   0.0274	  -0.1298	   0.0326	   0.0968	   0.0078	   0.0005	  -0.1630	   0.5632	   0.5237	   4.2985	   6.8499	   0.1327	
 -12.5000	-106.0000	   8.0000	  -0.2717	  -2.3043	   0.1739	   0.2413	  -0.7236	   0.7628	   0.0402	  -0.1206	   0.0366	   0.0964	   0.0080	   0.0006	  -0.1624	   0.8074	   0.6589	   5.1200	   6.4747	   0.1271	
 -10.0000	-106.0000	   8.0000	  -0.2174	  -2.3043	   0.1739	   0.3239	  -0.6986	   0.7700	   0.0540	  -0.1164	   0.0404	   0.0970	   0.0083	   0.0006	  -0.1545	   0.9985	   0.8545	   6.4121	   7.1028	   0.1283	
  -7.5000	-106.0000	   8.0000	  -0.1630	  -2.3043	   0.1739	   0.3999	  -0.7024	   0.8082	   0.0666	  -0.1171	   0.0447	   0.0976	   0.0086	   0.0006	  -0.1309	   1.1824	   1.2064	   8.2216	  11.5340	   0.1347	
  -5.0000	-106.0000	   8.0000	  -0.1087	  -2.3043	   0.1739	   0.4559	  -0.7064	   0.8407	   0.0760	  -0.1177	   0.0473	   0.0969	   0.0087	   0.0003	  -0.0759	   1.3977	   1.4264	  10.2925	  14.6886	   0.1401	
  -2.5000	-106.0000	   8.0000	  -0.0543	  -2.3043	   0.1739	   0.5219	  -0.7399	   0.9054	   0.0870	  -0.1233	   0.0501	   0.0960	   0.0088	   0.0004	  -0.0741	   1.4299	   1.2872	  11.4955	  13.8941	   0.1509	
   0.0000	-106.0000	   8.0000	   0.0000	  -2.3043	   0.1739	   0.5675	  -0.7732	   0.9592	   0.0946	  -0.1289	   0.0516	   0.0947	   0.0087	   0.0003	  -0.0710	   1.4668	   1.1899	  12.5262	  13.2541	   0.1599	
   2.5000	-106.0000	   8.0000	   0.0543	  -2.3043	   0.1739	   0.5831	  -0.7909	   0.9826	   0.0972	  -0.1318	   0.0513	   0.0933	   0.0085	   0.0002	  -0.0373	   1.5219	   1.0958	  13.4897	  11.0651	   0.1638	
   5.0000	-106.0000	   8.0000	   0.1087	  -2.3043	   0.1739	   0.5776	  -0.7969	   0.9842	   0.0963	  -0.1328	   0.0503	   0.0915	   0.0082	  -0.0001	   0.0142	   1.5165	   0.9077	  14.2386	   7.6224	   0.1640	
   7.5000	-106.0000	   8.0000	   0.1630	  -2.3043	   0.1739	   0.5456	  -0.7798	   0.9517	   0.0909	  -0.1300	   0.0485	   0.0900	   0.0078	  -0.0005	   0.1107	   1.5139	   1.0874	  14.3543	   8.2069	   0.1586	
  10.0000	-106.0000	   8.0000	   0.2174	  -2.3043	   0.1739	   0.5141	  -0.7635	   0.9204	   0.0857	  -0.1272	   0.0470	   0.0876	   0.0074	  -0.0007	   0.1626	   1.2749	   1.1727	  11.6700	   8.8227	   0.1534	
  12.5000	-106.0000	   8.0000	   0.2717	  -2.3043	   0.1739	   0.4793	  -0.7446	   0.8855	   0.0799	  -0.1241	   0.0464	   0.0840	   0.0069	  -0.0008	   0.1984	   0.9953	   1.1773	   8.7781	   8.9488	   0.1476	
  15.0000	-106.0000	   8.0000	   0.3261	  -2.3043	   0.1739	   0.4235	  -0.7019	   0.8197	   0.0706	  -0.1170	   0.0455	   0.0797	   0.0063	  -0.0009	   0.2536	   0.9205	   1.1849	   7.8839	   8.4343	   0.1366	
