Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/H"	"y/H"	"z/H"	"U [m/s]"	"W [m/s]"	"Length [m/s]"	"U/U<sub>ref</sub>"	"W/U<sub>ref</sub>"	"Std_U/U<sub>ref</sub>"	"Std_W/U<sub>ref</sub>"	"TKE/U<sub>ref</sub><sup>2</sup>"	"u'w'/U<sub>ref</sub><sup>2</sup> "	"Corr-coeff"	"Skew_U"	"Skew_W"	"Kurt_U"	"Kurt_W"	"Length/U<sub>ref</sub>"	
Zone T = "y=-142mm_16x32x32_MovingAvg3x3" I=65 J=40 F=POINT
  27.5000	-142.0000	   2.5000	   0.5978	  -3.0870	   0.0543	  -0.0018	  -0.0024	   0.0027	  -0.0003	  -0.0004	   0.0003	   0.0005	   0.0000	  -0.0000	   0.0070	  -0.0029	  -0.0046	   0.0754	   0.0278	   0.0004	
  30.0000	-142.0000	   2.5000	   0.6522	  -3.0870	   0.0543	   0.0003	  -0.0002	  -0.0003	   0.0000	  -0.0000	  -0.0001	  -0.0000	  -0.0000	   0.0000	  -0.0033	   0.0077	   0.0084	  -0.0248	  -0.0318	  -0.0000	
  32.5000	-142.0000	   2.5000	   0.7065	  -3.0870	   0.0543	  -0.0002	  -0.0005	   0.0004	  -0.0000	  -0.0001	   0.0000	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0022	   0.0015	   0.0028	  -0.0061	   0.0001	
  35.0000	-142.0000	   2.5000	   0.7609	  -3.0870	   0.0543	  -0.0001	  -0.0003	   0.0002	  -0.0000	  -0.0001	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0003	   0.0019	   0.0013	  -0.0017	  -0.0064	   0.0000	
  37.5000	-142.0000	   2.5000	   0.8152	  -3.0870	   0.0543	  -0.0001	  -0.0003	   0.0002	  -0.0000	  -0.0000	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0001	   0.0013	   0.0006	  -0.0004	  -0.0040	   0.0000	
  40.0000	-142.0000	   2.5000	   0.8696	  -3.0870	   0.0543	  -0.0000	  -0.0002	   0.0001	  -0.0000	  -0.0000	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0001	   0.0010	   0.0003	  -0.0004	  -0.0030	   0.0000	
  42.5000	-142.0000	   2.5000	   0.9239	  -3.0870	   0.0543	  -0.0000	  -0.0002	   0.0001	  -0.0000	  -0.0000	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0001	   0.0008	   0.0002	  -0.0003	  -0.0023	   0.0000	
  45.0000	-142.0000	   2.5000	   0.9783	  -3.0870	   0.0543	  -0.0000	  -0.0002	   0.0001	  -0.0000	  -0.0000	  -0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0007	   0.0001	  -0.0003	  -0.0018	   0.0000	
  47.5000	-142.0000	   2.5000	   1.0326	  -3.0870	   0.0543	  -0.0000	  -0.0001	   0.0001	  -0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0005	  -0.0000	  -0.0002	  -0.0015	   0.0000	
  50.0000	-142.0000	   2.5000	   1.0870	  -3.0870	   0.0543	   0.0000	  -0.0001	   0.0001	   0.0000	  -0.0000	   0.0000	   0.0000	   0.0000	  -0.0000	  -0.0000	   0.0005	  -0.0000	  -0.0002	  -0.0012	   0.0000	
