Variables = "x [mm]"	"y [mm]"	"z [mm]"	"x/B"	"y/B"	"z/B"	"C*"	"C*std"	
Zone T = "West_y=-31mm_Tec" I=17 J=25 F=POINT
 -17.5000	 -31.0000	  20.0000	  -0.3804	  -0.6739	   0.4348	  35.5763	  30.1288	
 -15.0000	 -31.0000	  20.0000	  -0.3261	  -0.6739	   0.4348	  32.5775	  30.8225	
 -12.5000	 -31.0000	  20.0000	  -0.2717	  -0.6739	   0.4348	  29.5787	  31.5162	
 -10.0000	 -31.0000	  20.0000	  -0.2174	  -0.6739	   0.4348	  26.5986	  31.5761	
  -7.5000	 -31.0000	  20.0000	  -0.1630	  -0.6739	   0.4348	  23.6650	  30.0512	
  -5.0000	 -31.0000	  20.0000	  -0.1087	  -0.6739	   0.4348	  20.7500	  27.8925	
  -2.5000	 -31.0000	  20.0000	  -0.0543	  -0.6739	   0.4348	  17.8350	  25.7337	
   0.0000	 -31.0000	  20.0000	   0.0000	  -0.6739	   0.4348	  15.2775	  23.6114	
   2.5000	 -31.0000	  20.0000	   0.0543	  -0.6739	   0.4348	  13.6138	  21.5800	
   5.0000	 -31.0000	  20.0000	   0.1087	  -0.6739	   0.4348	  12.3075	  19.5850	
   7.5000	 -31.0000	  20.0000	   0.1630	  -0.6739	   0.4348	  11.0012	  17.5900	
  10.0000	 -31.0000	  20.0000	   0.2174	  -0.6739	   0.4348	   9.9108	  15.8828	
  12.5000	 -31.0000	  20.0000	   0.2717	  -0.6739	   0.4348	   9.3600	  14.8950	
  15.0000	 -31.0000	  20.0000	   0.3261	  -0.6739	   0.4348	   9.0250	  14.1950	
  17.5000	 -31.0000	  20.0000	   0.3804	  -0.6739	   0.4348	   8.6900	  13.4950	
  20.0000	 -31.0000	  20.0000	   0.4348	  -0.6739	   0.4348	   8.3550	  12.7950	
 -20.0000	 -31.0000	  22.5000	  -0.4348	  -0.6739	   0.4891	  36.2575	  28.6875	
 -17.5000	 -31.0000	  22.5000	  -0.3804	  -0.6739	   0.4891	  33.1456	  28.6306	
 -15.0000	 -31.0000	  22.5000	  -0.3261	  -0.6739	   0.4891	  30.0337	  28.5738	
 -12.5000	 -31.0000	  22.5000	  -0.2717	  -0.6739	   0.4891	  26.9219	  28.5169	
 -10.0000	 -31.0000	  22.5000	  -0.2174	  -0.6739	   0.4891	  23.9445	  28.1617	
  -7.5000	 -31.0000	  22.5000	  -0.1630	  -0.6739	   0.4891	  21.4825	  26.6631	
  -5.0000	 -31.0000	  22.5000	  -0.1087	  -0.6739	   0.4891	  19.1550	  24.8663	
  -2.5000	 -31.0000	  22.5000	  -0.0543	  -0.6739	   0.4891	  16.8275	  23.0694	
   0.0000	 -31.0000	  22.5000	   0.0000	  -0.6739	   0.4891	  14.6988	  21.2910	
   2.5000	 -31.0000	  22.5000	   0.0543	  -0.6739	   0.4891	  13.3319	  19.5837	
   5.0000	 -31.0000	  22.5000	   0.1087	  -0.6739	   0.4891	  12.1638	  17.8950	
   7.5000	 -31.0000	  22.5000	   0.1630	  -0.6739	   0.4891	  10.9956	  16.2063	
  10.0000	 -31.0000	  22.5000	   0.2174	  -0.6739	   0.4891	   9.9515	  14.6531	
  12.5000	 -31.0000	  22.5000	   0.2717	  -0.6739	   0.4891	   9.3825	  13.6200	
  15.0000	 -31.0000	  22.5000	   0.3261	  -0.6739	   0.4891	   8.9375	  12.7225	
  17.5000	 -31.0000	  22.5000	   0.3804	  -0.6739	   0.4891	   8.4925	  11.8250	
  20.0000	 -31.0000	  22.5000	   0.4348	  -0.6739	   0.4891	   8.0475	  10.9275	
 -20.0000	 -31.0000	  25.0000	  -0.4348	  -0.6739	   0.5435	  33.9400	  27.9400	
 -17.5000	 -31.0000	  25.0000	  -0.3804	  -0.6739	   0.5435	  30.9332	  27.1229	
 -15.0000	 -31.0000	  25.0000	  -0.3261	  -0.6739	   0.5435	  27.8286	  26.4894	
 -12.5000	 -31.0000	  25.0000	  -0.2717	  -0.6739	   0.5435	  24.5692	  25.7809	
 -10.0000	 -31.0000	  25.0000	  -0.2174	  -0.6739	   0.5435	  21.0400	  24.7100	
  -7.5000	 -31.0000	  25.0000	  -0.1630	  -0.6739	   0.5435	  19.5736	  23.6344	
  -5.0000	 -31.0000	  25.0000	  -0.1087	  -0.6739	   0.5435	  17.8194	  22.2533	
  -2.5000	 -31.0000	  25.0000	  -0.0543	  -0.6739	   0.5435	  15.9466	  20.6834	
   0.0000	 -31.0000	  25.0000	   0.0000	  -0.6739	   0.5435	  14.0800	  18.9700	
   2.5000	 -31.0000	  25.0000	   0.0543	  -0.6739	   0.5435	  13.0786	  17.7739	
   5.0000	 -31.0000	  25.0000	   0.1087	  -0.6739	   0.5435	  12.0253	  16.3800	
   7.5000	 -31.0000	  25.0000	   0.1630	  -0.6739	   0.5435	  10.9695	  14.9061	
  10.0000	 -31.0000	  25.0000	   0.2174	  -0.6739	   0.5435	   9.9600	  13.4400	
  12.5000	 -31.0000	  25.0000	   0.2717	  -0.6739	   0.5435	   9.3839	  12.4221	
  15.0000	 -31.0000	  25.0000	   0.3261	  -0.6739	   0.5435	   8.8536	  11.4083	
  17.5000	 -31.0000	  25.0000	   0.3804	  -0.6739	   0.5435	   8.3217	  10.3221	
  20.0000	 -31.0000	  25.0000	   0.4348	  -0.6739	   0.5435	   7.7400	   9.0600	
 -20.0000	 -31.0000	  27.5000	  -0.4348	  -0.6739	   0.5978	  32.6450	  26.3400	
 -17.5000	 -31.0000	  27.5000	  -0.3804	  -0.6739	   0.5978	  29.5575	  25.5781	
 -15.0000	 -31.0000	  27.5000	  -0.3261	  -0.6739	   0.5978	  26.4700	  24.8163	
 -12.5000	 -31.0000	  27.5000	  -0.2717	  -0.6739	   0.5978	  23.3825	  24.0544	
 -10.0000	 -31.0000	  27.5000	  -0.2174	  -0.6739	   0.5978	  20.5532	  23.1986	
  -7.5000	 -31.0000	  27.5000	  -0.1630	  -0.6739	   0.5978	  18.7137	  21.9831	
  -5.0000	 -31.0000	  27.5000	  -0.1087	  -0.6739	   0.5978	  17.1325	  20.6738	
  -2.5000	 -31.0000	  27.5000	  -0.0543	  -0.6739	   0.5978	  15.5512	  19.3644	
   0.0000	 -31.0000	  27.5000	   0.0000	  -0.6739	   0.5978	  14.0636	  18.0435	
   2.5000	 -31.0000	  27.5000	   0.0543	  -0.6739	   0.5978	  12.9350	  16.6788	
   5.0000	 -31.0000	  27.5000	   0.1087	  -0.6739	   0.5978	  11.9000	  15.3025	
   7.5000	 -31.0000	  27.5000	   0.1630	  -0.6739	   0.5978	  10.8650	  13.9262	
  10.0000	 -31.0000	  27.5000	   0.2174	  -0.6739	   0.5978	   9.9173	  12.6094	
  12.5000	 -31.0000	  27.5000	   0.2717	  -0.6739	   0.5978	   9.3044	  11.5200	
  15.0000	 -31.0000	  27.5000	   0.3261	  -0.6739	   0.5978	   8.7788	  10.4900	
  17.5000	 -31.0000	  27.5000	   0.3804	  -0.6739	   0.5978	   8.2531	   9.4600	
  20.0000	 -31.0000	  27.5000	   0.4348	  -0.6739	   0.5978	   7.7275	   8.4300	
 -20.0000	 -31.0000	  30.0000	  -0.4348	  -0.6739	   0.6522	  31.3500	  24.7400	
